datetime,headline,body,source,url
2020-11-12,SBI Server UPI Down Today,"Synopsis  SBI UPI down: Downdetector shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India.  UPI users of some banks have reported facing payment-related issues, with many of them taking to X (formerly Twitter) to flag concerns. Downdetector also shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India (SBI).  Many UCO Bank UPI users have also r",Economic Times (Archive),https://m.economictimes.com/wealth/spend/is-upi-down-sbi-uco-bank-other-bank-users-report-payment-issues/articleshow/129945441.cms
2020-11-12,HDFC Bank Share Price,"HDFC Bank share price: Shares of HDFC Bank, India’s largest private lender, tanked as much as 8.7% to their day's low of Rs 770 on the NSE on Thursday following a leadership change at the top. The bank’s part-time Chairman and independent director Atanu Chakraborty has stepped down, and Keki Mistry, former CEO of HDFC, has been appointed interim part-time chairman with approval from the Reserve Bank of India.  In his resignation letter, Chakraborty said that certain developments and practices wi",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/hdfc-bank-shares-in-focus-as-atanu-chakraborty-quits-says-certain-values-didnt-align-adrs-tumble-7/articleshow/129669233.cms
2020-11-12,"Should investors buy TCS, Infosys ahead of Q4 results or AI risk too big to ignore?","Indian IT stocks are heading into the March quarter earnings season under pressure, with the Nifty IT index down nearly 20% this year. The key question for investors is whether the correction offers a buying opportunity ahead of the results or if structural concerns around demand and artificial intelligence (AI) are still too large to ignore.  Brokerages and analysts remain cautious on the near-term outlook, pointing to weak global demand and limited discretionary spending by clients. Ravi Singh",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/should-investors-buy-tcs-infosys-ahead-of-q4-results-or-ai-risk-too-big-to-ignore/articleshow/130077616.cms
2020-11-13,SBI Server UPI Down Today,"Synopsis  SBI UPI down: Downdetector shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India.  UPI users of some banks have reported facing payment-related issues, with many of them taking to X (formerly Twitter) to flag concerns. Downdetector also shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India (SBI).  Many UCO Bank UPI users have also r",Economic Times (Archive),https://m.economictimes.com/wealth/spend/is-upi-down-sbi-uco-bank-other-bank-users-report-payment-issues/articleshow/129945441.cms
2020-11-13,HDFC Bank Share Price,"HDFC Bank share price: Shares of HDFC Bank, India’s largest private lender, tanked as much as 8.7% to their day's low of Rs 770 on the NSE on Thursday following a leadership change at the top. The bank’s part-time Chairman and independent director Atanu Chakraborty has stepped down, and Keki Mistry, former CEO of HDFC, has been appointed interim part-time chairman with approval from the Reserve Bank of India.  In his resignation letter, Chakraborty said that certain developments and practices wi",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/hdfc-bank-shares-in-focus-as-atanu-chakraborty-quits-says-certain-values-didnt-align-adrs-tumble-7/articleshow/129669233.cms
2020-11-14,SBI Server UPI Down Today,"Synopsis  SBI UPI down: Downdetector shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India.  UPI users of some banks have reported facing payment-related issues, with many of them taking to X (formerly Twitter) to flag concerns. Downdetector also shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India (SBI).  Many UCO Bank UPI users have also r",Economic Times (Archive),https://m.economictimes.com/wealth/spend/is-upi-down-sbi-uco-bank-other-bank-users-report-payment-issues/articleshow/129945441.cms
2020-11-14,HDFC Bank Share Price,"HDFC Bank share price: Shares of HDFC Bank, India’s largest private lender, tanked as much as 8.7% to their day's low of Rs 770 on the NSE on Thursday following a leadership change at the top. The bank’s part-time Chairman and independent director Atanu Chakraborty has stepped down, and Keki Mistry, former CEO of HDFC, has been appointed interim part-time chairman with approval from the Reserve Bank of India.  In his resignation letter, Chakraborty said that certain developments and practices wi",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/hdfc-bank-shares-in-focus-as-atanu-chakraborty-quits-says-certain-values-didnt-align-adrs-tumble-7/articleshow/129669233.cms
2020-11-14,"Should investors buy TCS, Infosys ahead of Q4 results or AI risk too big to ignore?","Indian IT stocks are heading into the March quarter earnings season under pressure, with the Nifty IT index down nearly 20% this year. The key question for investors is whether the correction offers a buying opportunity ahead of the results or if structural concerns around demand and artificial intelligence (AI) are still too large to ignore.  Brokerages and analysts remain cautious on the near-term outlook, pointing to weak global demand and limited discretionary spending by clients. Ravi Singh",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/should-investors-buy-tcs-infosys-ahead-of-q4-results-or-ai-risk-too-big-to-ignore/articleshow/130077616.cms
2020-11-15,SBI Server UPI Down Today,"Synopsis  SBI UPI down: Downdetector shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India.  UPI users of some banks have reported facing payment-related issues, with many of them taking to X (formerly Twitter) to flag concerns. Downdetector also shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India (SBI).  Many UCO Bank UPI users have also r",Economic Times (Archive),https://m.economictimes.com/wealth/spend/is-upi-down-sbi-uco-bank-other-bank-users-report-payment-issues/articleshow/129945441.cms
2020-11-15,HDFC Bank Share Price,"HDFC Bank share price: Shares of HDFC Bank, India’s largest private lender, tanked as much as 8.7% to their day's low of Rs 770 on the NSE on Thursday following a leadership change at the top. The bank’s part-time Chairman and independent director Atanu Chakraborty has stepped down, and Keki Mistry, former CEO of HDFC, has been appointed interim part-time chairman with approval from the Reserve Bank of India.  In his resignation letter, Chakraborty said that certain developments and practices wi",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/hdfc-bank-shares-in-focus-as-atanu-chakraborty-quits-says-certain-values-didnt-align-adrs-tumble-7/articleshow/129669233.cms
2020-11-16,SBI Server UPI Down Today,"Synopsis  SBI UPI down: Downdetector shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India.  UPI users of some banks have reported facing payment-related issues, with many of them taking to X (formerly Twitter) to flag concerns. Downdetector also shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India (SBI).  Many UCO Bank UPI users have also r",Economic Times (Archive),https://m.economictimes.com/wealth/spend/is-upi-down-sbi-uco-bank-other-bank-users-report-payment-issues/articleshow/129945441.cms
2020-11-16,HDFC Bank Share Price,"HDFC Bank share price: Shares of HDFC Bank, India’s largest private lender, tanked as much as 8.7% to their day's low of Rs 770 on the NSE on Thursday following a leadership change at the top. The bank’s part-time Chairman and independent director Atanu Chakraborty has stepped down, and Keki Mistry, former CEO of HDFC, has been appointed interim part-time chairman with approval from the Reserve Bank of India.  In his resignation letter, Chakraborty said that certain developments and practices wi",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/hdfc-bank-shares-in-focus-as-atanu-chakraborty-quits-says-certain-values-didnt-align-adrs-tumble-7/articleshow/129669233.cms
2020-11-17,SBI Server UPI Down Today,"Synopsis  SBI UPI down: Downdetector shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India.  UPI users of some banks have reported facing payment-related issues, with many of them taking to X (formerly Twitter) to flag concerns. Downdetector also shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India (SBI).  Many UCO Bank UPI users have also r",Economic Times (Archive),https://m.economictimes.com/wealth/spend/is-upi-down-sbi-uco-bank-other-bank-users-report-payment-issues/articleshow/129945441.cms
2020-11-17,HDFC Bank Share Price,"HDFC Bank share price: Shares of HDFC Bank, India’s largest private lender, tanked as much as 8.7% to their day's low of Rs 770 on the NSE on Thursday following a leadership change at the top. The bank’s part-time Chairman and independent director Atanu Chakraborty has stepped down, and Keki Mistry, former CEO of HDFC, has been appointed interim part-time chairman with approval from the Reserve Bank of India.  In his resignation letter, Chakraborty said that certain developments and practices wi",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/hdfc-bank-shares-in-focus-as-atanu-chakraborty-quits-says-certain-values-didnt-align-adrs-tumble-7/articleshow/129669233.cms
2020-11-17,"Should investors buy TCS, Infosys ahead of Q4 results or AI risk too big to ignore?","Indian IT stocks are heading into the March quarter earnings season under pressure, with the Nifty IT index down nearly 20% this year. The key question for investors is whether the correction offers a buying opportunity ahead of the results or if structural concerns around demand and artificial intelligence (AI) are still too large to ignore.  Brokerages and analysts remain cautious on the near-term outlook, pointing to weak global demand and limited discretionary spending by clients. Ravi Singh",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/should-investors-buy-tcs-infosys-ahead-of-q4-results-or-ai-risk-too-big-to-ignore/articleshow/130077616.cms
2020-11-18,SBI Server UPI Down Today,"Synopsis  SBI UPI down: Downdetector shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India.  UPI users of some banks have reported facing payment-related issues, with many of them taking to X (formerly Twitter) to flag concerns. Downdetector also shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India (SBI).  Many UCO Bank UPI users have also r",Economic Times (Archive),https://m.economictimes.com/wealth/spend/is-upi-down-sbi-uco-bank-other-bank-users-report-payment-issues/articleshow/129945441.cms
2020-11-18,HDFC Bank Share Price,"HDFC Bank share price: Shares of HDFC Bank, India’s largest private lender, tanked as much as 8.7% to their day's low of Rs 770 on the NSE on Thursday following a leadership change at the top. The bank’s part-time Chairman and independent director Atanu Chakraborty has stepped down, and Keki Mistry, former CEO of HDFC, has been appointed interim part-time chairman with approval from the Reserve Bank of India.  In his resignation letter, Chakraborty said that certain developments and practices wi",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/hdfc-bank-shares-in-focus-as-atanu-chakraborty-quits-says-certain-values-didnt-align-adrs-tumble-7/articleshow/129669233.cms
2020-11-19,SBI Server UPI Down Today,"Synopsis  SBI UPI down: Downdetector shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India.  UPI users of some banks have reported facing payment-related issues, with many of them taking to X (formerly Twitter) to flag concerns. Downdetector also shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India (SBI).  Many UCO Bank UPI users have also r",Economic Times (Archive),https://m.economictimes.com/wealth/spend/is-upi-down-sbi-uco-bank-other-bank-users-report-payment-issues/articleshow/129945441.cms
2020-11-19,HDFC Bank Share Price,"HDFC Bank share price: Shares of HDFC Bank, India’s largest private lender, tanked as much as 8.7% to their day's low of Rs 770 on the NSE on Thursday following a leadership change at the top. The bank’s part-time Chairman and independent director Atanu Chakraborty has stepped down, and Keki Mistry, former CEO of HDFC, has been appointed interim part-time chairman with approval from the Reserve Bank of India.  In his resignation letter, Chakraborty said that certain developments and practices wi",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/hdfc-bank-shares-in-focus-as-atanu-chakraborty-quits-says-certain-values-didnt-align-adrs-tumble-7/articleshow/129669233.cms
2020-11-19,"Should investors buy TCS, Infosys ahead of Q4 results or AI risk too big to ignore?","Indian IT stocks are heading into the March quarter earnings season under pressure, with the Nifty IT index down nearly 20% this year. The key question for investors is whether the correction offers a buying opportunity ahead of the results or if structural concerns around demand and artificial intelligence (AI) are still too large to ignore.  Brokerages and analysts remain cautious on the near-term outlook, pointing to weak global demand and limited discretionary spending by clients. Ravi Singh",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/should-investors-buy-tcs-infosys-ahead-of-q4-results-or-ai-risk-too-big-to-ignore/articleshow/130077616.cms
2020-11-20,SBI Server UPI Down Today,"Synopsis  SBI UPI down: Downdetector shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India.  UPI users of some banks have reported facing payment-related issues, with many of them taking to X (formerly Twitter) to flag concerns. Downdetector also shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India (SBI).  Many UCO Bank UPI users have also r",Economic Times (Archive),https://m.economictimes.com/wealth/spend/is-upi-down-sbi-uco-bank-other-bank-users-report-payment-issues/articleshow/129945441.cms
2020-11-20,HDFC Bank Share Price,"HDFC Bank share price: Shares of HDFC Bank, India’s largest private lender, tanked as much as 8.7% to their day's low of Rs 770 on the NSE on Thursday following a leadership change at the top. The bank’s part-time Chairman and independent director Atanu Chakraborty has stepped down, and Keki Mistry, former CEO of HDFC, has been appointed interim part-time chairman with approval from the Reserve Bank of India.  In his resignation letter, Chakraborty said that certain developments and practices wi",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/hdfc-bank-shares-in-focus-as-atanu-chakraborty-quits-says-certain-values-didnt-align-adrs-tumble-7/articleshow/129669233.cms
2020-11-20,"Should investors buy TCS, Infosys ahead of Q4 results or AI risk too big to ignore?","Indian IT stocks are heading into the March quarter earnings season under pressure, with the Nifty IT index down nearly 20% this year. The key question for investors is whether the correction offers a buying opportunity ahead of the results or if structural concerns around demand and artificial intelligence (AI) are still too large to ignore.  Brokerages and analysts remain cautious on the near-term outlook, pointing to weak global demand and limited discretionary spending by clients. Ravi Singh",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/should-investors-buy-tcs-infosys-ahead-of-q4-results-or-ai-risk-too-big-to-ignore/articleshow/130077616.cms
2020-11-21,SBI Server UPI Down Today,"Synopsis  SBI UPI down: Downdetector shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India.  UPI users of some banks have reported facing payment-related issues, with many of them taking to X (formerly Twitter) to flag concerns. Downdetector also shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India (SBI).  Many UCO Bank UPI users have also r",Economic Times (Archive),https://m.economictimes.com/wealth/spend/is-upi-down-sbi-uco-bank-other-bank-users-report-payment-issues/articleshow/129945441.cms
2020-11-21,HDFC Bank Share Price,"HDFC Bank share price: Shares of HDFC Bank, India’s largest private lender, tanked as much as 8.7% to their day's low of Rs 770 on the NSE on Thursday following a leadership change at the top. The bank’s part-time Chairman and independent director Atanu Chakraborty has stepped down, and Keki Mistry, former CEO of HDFC, has been appointed interim part-time chairman with approval from the Reserve Bank of India.  In his resignation letter, Chakraborty said that certain developments and practices wi",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/hdfc-bank-shares-in-focus-as-atanu-chakraborty-quits-says-certain-values-didnt-align-adrs-tumble-7/articleshow/129669233.cms
2020-11-21,"Should investors buy TCS, Infosys ahead of Q4 results or AI risk too big to ignore?","Indian IT stocks are heading into the March quarter earnings season under pressure, with the Nifty IT index down nearly 20% this year. The key question for investors is whether the correction offers a buying opportunity ahead of the results or if structural concerns around demand and artificial intelligence (AI) are still too large to ignore.  Brokerages and analysts remain cautious on the near-term outlook, pointing to weak global demand and limited discretionary spending by clients. Ravi Singh",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/should-investors-buy-tcs-infosys-ahead-of-q4-results-or-ai-risk-too-big-to-ignore/articleshow/130077616.cms
2020-11-22,SBI Server UPI Down Today,"Synopsis  SBI UPI down: Downdetector shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India.  UPI users of some banks have reported facing payment-related issues, with many of them taking to X (formerly Twitter) to flag concerns. Downdetector also shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India (SBI).  Many UCO Bank UPI users have also r",Economic Times (Archive),https://m.economictimes.com/wealth/spend/is-upi-down-sbi-uco-bank-other-bank-users-report-payment-issues/articleshow/129945441.cms
2020-11-22,HDFC Bank Share Price,"HDFC Bank share price: Shares of HDFC Bank, India’s largest private lender, tanked as much as 8.7% to their day's low of Rs 770 on the NSE on Thursday following a leadership change at the top. The bank’s part-time Chairman and independent director Atanu Chakraborty has stepped down, and Keki Mistry, former CEO of HDFC, has been appointed interim part-time chairman with approval from the Reserve Bank of India.  In his resignation letter, Chakraborty said that certain developments and practices wi",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/hdfc-bank-shares-in-focus-as-atanu-chakraborty-quits-says-certain-values-didnt-align-adrs-tumble-7/articleshow/129669233.cms
2020-11-23,SBI Server UPI Down Today,"Synopsis  SBI UPI down: Downdetector shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India.  UPI users of some banks have reported facing payment-related issues, with many of them taking to X (formerly Twitter) to flag concerns. Downdetector also shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India (SBI).  Many UCO Bank UPI users have also r",Economic Times (Archive),https://m.economictimes.com/wealth/spend/is-upi-down-sbi-uco-bank-other-bank-users-report-payment-issues/articleshow/129945441.cms
2020-11-23,HDFC Bank Share Price,"HDFC Bank share price: Shares of HDFC Bank, India’s largest private lender, tanked as much as 8.7% to their day's low of Rs 770 on the NSE on Thursday following a leadership change at the top. The bank’s part-time Chairman and independent director Atanu Chakraborty has stepped down, and Keki Mistry, former CEO of HDFC, has been appointed interim part-time chairman with approval from the Reserve Bank of India.  In his resignation letter, Chakraborty said that certain developments and practices wi",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/hdfc-bank-shares-in-focus-as-atanu-chakraborty-quits-says-certain-values-didnt-align-adrs-tumble-7/articleshow/129669233.cms
2020-11-23,"Should investors buy TCS, Infosys ahead of Q4 results or AI risk too big to ignore?","Indian IT stocks are heading into the March quarter earnings season under pressure, with the Nifty IT index down nearly 20% this year. The key question for investors is whether the correction offers a buying opportunity ahead of the results or if structural concerns around demand and artificial intelligence (AI) are still too large to ignore.  Brokerages and analysts remain cautious on the near-term outlook, pointing to weak global demand and limited discretionary spending by clients. Ravi Singh",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/should-investors-buy-tcs-infosys-ahead-of-q4-results-or-ai-risk-too-big-to-ignore/articleshow/130077616.cms
2020-11-24,SBI Server UPI Down Today,"Synopsis  SBI UPI down: Downdetector shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India.  UPI users of some banks have reported facing payment-related issues, with many of them taking to X (formerly Twitter) to flag concerns. Downdetector also shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India (SBI).  Many UCO Bank UPI users have also r",Economic Times (Archive),https://m.economictimes.com/wealth/spend/is-upi-down-sbi-uco-bank-other-bank-users-report-payment-issues/articleshow/129945441.cms
2020-11-24,HDFC Bank Share Price,"HDFC Bank share price: Shares of HDFC Bank, India’s largest private lender, tanked as much as 8.7% to their day's low of Rs 770 on the NSE on Thursday following a leadership change at the top. The bank’s part-time Chairman and independent director Atanu Chakraborty has stepped down, and Keki Mistry, former CEO of HDFC, has been appointed interim part-time chairman with approval from the Reserve Bank of India.  In his resignation letter, Chakraborty said that certain developments and practices wi",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/hdfc-bank-shares-in-focus-as-atanu-chakraborty-quits-says-certain-values-didnt-align-adrs-tumble-7/articleshow/129669233.cms
2020-11-24,"Should investors buy TCS, Infosys ahead of Q4 results or AI risk too big to ignore?","Indian IT stocks are heading into the March quarter earnings season under pressure, with the Nifty IT index down nearly 20% this year. The key question for investors is whether the correction offers a buying opportunity ahead of the results or if structural concerns around demand and artificial intelligence (AI) are still too large to ignore.  Brokerages and analysts remain cautious on the near-term outlook, pointing to weak global demand and limited discretionary spending by clients. Ravi Singh",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/should-investors-buy-tcs-infosys-ahead-of-q4-results-or-ai-risk-too-big-to-ignore/articleshow/130077616.cms
2020-11-25,SBI Server UPI Down Today,"Synopsis  SBI UPI down: Downdetector shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India.  UPI users of some banks have reported facing payment-related issues, with many of them taking to X (formerly Twitter) to flag concerns. Downdetector also shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India (SBI).  Many UCO Bank UPI users have also r",Economic Times (Archive),https://m.economictimes.com/wealth/spend/is-upi-down-sbi-uco-bank-other-bank-users-report-payment-issues/articleshow/129945441.cms
2020-11-25,HDFC Bank Share Price,"HDFC Bank share price: Shares of HDFC Bank, India’s largest private lender, tanked as much as 8.7% to their day's low of Rs 770 on the NSE on Thursday following a leadership change at the top. The bank’s part-time Chairman and independent director Atanu Chakraborty has stepped down, and Keki Mistry, former CEO of HDFC, has been appointed interim part-time chairman with approval from the Reserve Bank of India.  In his resignation letter, Chakraborty said that certain developments and practices wi",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/hdfc-bank-shares-in-focus-as-atanu-chakraborty-quits-says-certain-values-didnt-align-adrs-tumble-7/articleshow/129669233.cms
2020-11-26,SBI Server UPI Down Today,"Synopsis  SBI UPI down: Downdetector shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India.  UPI users of some banks have reported facing payment-related issues, with many of them taking to X (formerly Twitter) to flag concerns. Downdetector also shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India (SBI).  Many UCO Bank UPI users have also r",Economic Times (Archive),https://m.economictimes.com/wealth/spend/is-upi-down-sbi-uco-bank-other-bank-users-report-payment-issues/articleshow/129945441.cms
2020-11-26,HDFC Bank Share Price,"HDFC Bank share price: Shares of HDFC Bank, India’s largest private lender, tanked as much as 8.7% to their day's low of Rs 770 on the NSE on Thursday following a leadership change at the top. The bank’s part-time Chairman and independent director Atanu Chakraborty has stepped down, and Keki Mistry, former CEO of HDFC, has been appointed interim part-time chairman with approval from the Reserve Bank of India.  In his resignation letter, Chakraborty said that certain developments and practices wi",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/hdfc-bank-shares-in-focus-as-atanu-chakraborty-quits-says-certain-values-didnt-align-adrs-tumble-7/articleshow/129669233.cms
2020-11-26,"Should investors buy TCS, Infosys ahead of Q4 results or AI risk too big to ignore?","Indian IT stocks are heading into the March quarter earnings season under pressure, with the Nifty IT index down nearly 20% this year. The key question for investors is whether the correction offers a buying opportunity ahead of the results or if structural concerns around demand and artificial intelligence (AI) are still too large to ignore.  Brokerages and analysts remain cautious on the near-term outlook, pointing to weak global demand and limited discretionary spending by clients. Ravi Singh",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/should-investors-buy-tcs-infosys-ahead-of-q4-results-or-ai-risk-too-big-to-ignore/articleshow/130077616.cms
2020-11-27,SBI Server UPI Down Today,"Synopsis  SBI UPI down: Downdetector shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India.  UPI users of some banks have reported facing payment-related issues, with many of them taking to X (formerly Twitter) to flag concerns. Downdetector also shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India (SBI).  Many UCO Bank UPI users have also r",Economic Times (Archive),https://m.economictimes.com/wealth/spend/is-upi-down-sbi-uco-bank-other-bank-users-report-payment-issues/articleshow/129945441.cms
2020-11-27,HDFC Bank Share Price,"HDFC Bank share price: Shares of HDFC Bank, India’s largest private lender, tanked as much as 8.7% to their day's low of Rs 770 on the NSE on Thursday following a leadership change at the top. The bank’s part-time Chairman and independent director Atanu Chakraborty has stepped down, and Keki Mistry, former CEO of HDFC, has been appointed interim part-time chairman with approval from the Reserve Bank of India.  In his resignation letter, Chakraborty said that certain developments and practices wi",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/hdfc-bank-shares-in-focus-as-atanu-chakraborty-quits-says-certain-values-didnt-align-adrs-tumble-7/articleshow/129669233.cms
2020-11-27,"Should investors buy TCS, Infosys ahead of Q4 results or AI risk too big to ignore?","Indian IT stocks are heading into the March quarter earnings season under pressure, with the Nifty IT index down nearly 20% this year. The key question for investors is whether the correction offers a buying opportunity ahead of the results or if structural concerns around demand and artificial intelligence (AI) are still too large to ignore.  Brokerages and analysts remain cautious on the near-term outlook, pointing to weak global demand and limited discretionary spending by clients. Ravi Singh",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/should-investors-buy-tcs-infosys-ahead-of-q4-results-or-ai-risk-too-big-to-ignore/articleshow/130077616.cms
2020-11-28,SBI Server UPI Down Today,"Synopsis  SBI UPI down: Downdetector shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India.  UPI users of some banks have reported facing payment-related issues, with many of them taking to X (formerly Twitter) to flag concerns. Downdetector also shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India (SBI).  Many UCO Bank UPI users have also r",Economic Times (Archive),https://m.economictimes.com/wealth/spend/is-upi-down-sbi-uco-bank-other-bank-users-report-payment-issues/articleshow/129945441.cms
2020-11-28,HDFC Bank Share Price,"HDFC Bank share price: Shares of HDFC Bank, India’s largest private lender, tanked as much as 8.7% to their day's low of Rs 770 on the NSE on Thursday following a leadership change at the top. The bank’s part-time Chairman and independent director Atanu Chakraborty has stepped down, and Keki Mistry, former CEO of HDFC, has been appointed interim part-time chairman with approval from the Reserve Bank of India.  In his resignation letter, Chakraborty said that certain developments and practices wi",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/hdfc-bank-shares-in-focus-as-atanu-chakraborty-quits-says-certain-values-didnt-align-adrs-tumble-7/articleshow/129669233.cms
2020-11-28,"Should investors buy TCS, Infosys ahead of Q4 results or AI risk too big to ignore?","Indian IT stocks are heading into the March quarter earnings season under pressure, with the Nifty IT index down nearly 20% this year. The key question for investors is whether the correction offers a buying opportunity ahead of the results or if structural concerns around demand and artificial intelligence (AI) are still too large to ignore.  Brokerages and analysts remain cautious on the near-term outlook, pointing to weak global demand and limited discretionary spending by clients. Ravi Singh",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/should-investors-buy-tcs-infosys-ahead-of-q4-results-or-ai-risk-too-big-to-ignore/articleshow/130077616.cms
2020-11-29,SBI Server UPI Down Today,"Synopsis  SBI UPI down: Downdetector shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India.  UPI users of some banks have reported facing payment-related issues, with many of them taking to X (formerly Twitter) to flag concerns. Downdetector also shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India (SBI).  Many UCO Bank UPI users have also r",Economic Times (Archive),https://m.economictimes.com/wealth/spend/is-upi-down-sbi-uco-bank-other-bank-users-report-payment-issues/articleshow/129945441.cms
2020-11-29,HDFC Bank Share Price,"HDFC Bank share price: Shares of HDFC Bank, India’s largest private lender, tanked as much as 8.7% to their day's low of Rs 770 on the NSE on Thursday following a leadership change at the top. The bank’s part-time Chairman and independent director Atanu Chakraborty has stepped down, and Keki Mistry, former CEO of HDFC, has been appointed interim part-time chairman with approval from the Reserve Bank of India.  In his resignation letter, Chakraborty said that certain developments and practices wi",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/hdfc-bank-shares-in-focus-as-atanu-chakraborty-quits-says-certain-values-didnt-align-adrs-tumble-7/articleshow/129669233.cms
2020-11-29,"Should investors buy TCS, Infosys ahead of Q4 results or AI risk too big to ignore?","Indian IT stocks are heading into the March quarter earnings season under pressure, with the Nifty IT index down nearly 20% this year. The key question for investors is whether the correction offers a buying opportunity ahead of the results or if structural concerns around demand and artificial intelligence (AI) are still too large to ignore.  Brokerages and analysts remain cautious on the near-term outlook, pointing to weak global demand and limited discretionary spending by clients. Ravi Singh",Economic Times (Archive),https://economictimes.indiatimes.com/markets/stocks/news/should-investors-buy-tcs-infosys-ahead-of-q4-results-or-ai-risk-too-big-to-ignore/articleshow/130077616.cms
2020-11-30,SBI Server UPI Down Today,"Synopsis  SBI UPI down: Downdetector shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India.  UPI users of some banks have reported facing payment-related issues, with many of them taking to X (formerly Twitter) to flag concerns. Downdetector also shows a steep jump in the number of complaints, including over 500 payment issue-related complaints reports for State Bank of India (SBI).  Many UCO Bank UPI users have also r",Economic Times (Archive),https://m.economictimes.com/wealth/spend/is-upi-down-sbi-uco-bank-other-bank-users-report-payment-issues/articleshow/129945441.cms
