Date,Ticker,Company_Name,Sector,Open,High,Low,Close,Volume,Dividend,Stock_Split,Daily_Return,Volatility_20D,MA_50,MA_200,Market_Cap,PE_Ratio,Forward_PE,PEG_Ratio,Price_to_Book,Dividend_Yield,EPS,Beta,52Week_High,52Week_Low,nifty_ret_proxy,target_label,news_sync_date,rsi,macd_diff,bb_width,sma_20,dist_from_sma,vol_delta,en_sentiment,hi_sentiment,source_conf
2025-02-11 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,824.8105377995666,830.3861190729097,808.9434188704632,814.0966186523438,9630590,0.0,,-0.0115363845206575,0.0204142017261717,733.0201916503906,702.317522277832,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,-0.01517840010094047,0.0014959038017899222,2025-02-11 00:00:00+05:30,0.6164192543980522,0.6993190162445314,0.016023920277474298,779.0493682861328,0.0526487261775444,0.001097400035003068,0.0,0.0,1.0
2025-02-12 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,809.9671673382754,823.3197733485217,797.578583582877,816.36767578125,14837310,0.0,,0.002789665350368,0.0204024307156828,735.9502136230469,703.0711090087891,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,0.0012937615485780778,0.02327553358699734,2025-02-12 00:00:00+05:30,0.6224316236285609,0.658642799606575,0.015483564500921096,783.7916107177734,0.05244603367058519,0.0021836255771173754,0.0,0.0,1.0
2025-02-13 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,814.6780766561378,844.5884863014132,814.6780766561378,835.7431030273438,18003130,0.0,,0.0237337021306629,0.020337424885531,739.0482983398438,703.8744021606445,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,0.00045816854366555925,0.007418585689222984,2025-02-13 00:00:00+05:30,0.6699715830068116,0.6513682072391213,0.014799309010427818,789.8884918212891,0.05342189386659508,0.001719763562456289,0.0,0.0,1.0
2025-02-14 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,835.6982863489014,840.3744490767868,823.1209269518953,834.083251953125,8633150,0.0,,-0.0019860781000838,0.0193515514010913,742.1133850097656,704.621459350586,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,-0.009404663789306784,-0.0005038009269991081,2025-02-14 00:00:00+05:30,0.6617614111599458,0.6388230624465897,0.014506644894641029,794.6202911376953,0.05292541744032899,0.0006796685358751868,0.0,0.0,1.0
2025-02-17 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,816.9838463783543,843.5946087253166,816.9838463783543,837.4922485351562,8627990,0.0,,0.0040871178914678,0.0183619323088744,745.2107727050782,705.4057592773438,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,0.004590918818466908,0.003970878511449516,2025-02-17 00:00:00+05:30,0.6701411107897065,0.6300327401039906,0.013666147925408321,800.2602416992188,0.05273972479335724,0.0014164989027966065,0.0,0.0,1.0
2025-02-18 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,837.8301828531295,842.7995196434802,830.9426893410053,841.398193359375,8689770,0.0,,0.0046638578817304,0.0182945149025983,748.2514111328124,706.1854598999023,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,0.0006929793702808838,-0.0020593802133994712,2025-02-18 00:00:00+05:30,0.67992661023035,0.6247048223015743,0.012926801759495562,805.5712219238281,0.05261835502032941,0.0014274948326710808,0.0,0.0,1.0
2025-02-19 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,840.7272376138498,847.6694468261812,834.8485343556665,838.7693481445312,8961980,0.0,,-0.0031243770614098,0.0184323237320392,750.8838671875,706.9874438476562,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,-0.0010649968480103285,-0.00701545258834857,2025-02-19 00:00:00+05:30,0.6646704351279218,0.613608287090664,0.012032721342219693,810.5216735839844,0.05204888501788425,0.0014617448917800344,0.0,0.0,1.0
2025-02-20 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,830.46063736798,840.3744395125794,829.446873301159,834.7938842773438,7900700,0.0,,-0.0047396389436282,0.0185382151942082,753.4155444335937,707.7632708740234,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,0.0022758136447203698,0.005765106714953247,2025-02-20 00:00:00+05:30,0.6411514784769882,0.5978356636703885,0.010797217942295337,815.2964599609375,0.0514016570244377,0.0012495035580999598,0.0,0.0,1.0
2025-02-21 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,830.8730927103885,836.8661418623368,823.7172357606174,834.5205688476562,6086470,0.0,,-0.0003274046861568,0.0176291301208698,755.8284545898438,708.5738757324219,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,-0.006092511401110046,0.004825632861790761,2025-02-21 00:00:00+05:30,0.6394718861044705,0.584727454702158,0.008427644532982741,820.7689422607422,0.05097793491764853,0.001091882261372508,0.0,0.0,1.0
2025-02-24 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,827.6926751329208,834.7491693579371,826.0080627804753,830.3711547851562,3552600,0.0,,-0.0049722130494994,0.0156993372720881,758.1074914550782,709.4598052978515,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,-0.00979784591129016,0.01852285311030591,2025-02-24 00:00:00+05:30,0.6131307571207538,0.569206339577529,0.00691368580847926,824.487744140625,0.050408704125012575,0.0008272879944232317,0.0,0.0,1.0
2025-02-25 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,830.3711488473276,847.4358332776582,828.6915106962595,843.674072265625,10985410,0.0,,0.0160204474876184,0.0155146684595975,760.7631042480468,710.373187866211,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,-0.0025024056226875093,0.027771573820093584,2025-02-25 00:00:00+05:30,0.65850823156916,0.5751814130864241,0.005792262596718367,828.1111328125,0.05109858598367118,0.004382741489627134,0.0,0.0,1.0
2025-02-27 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,849.0211045216874,868.5406731998623,849.0211045216874,865.2012329101562,18382830,0.0,,0.0255159680167977,0.0159281285337865,764.005,711.3770980834961,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,-0.0022556058032958855,0.005373470455242703,2025-02-27 00:00:00+05:30,0.7164926805947202,0.6048464253501401,0.005418741300694802,832.1052368164062,0.05234020072378407,0.002371766861332394,0.0,0.0,1.0
2025-02-28 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,861.186070321473,861.6830040031357,845.7861003796137,847.7987060546875,17545800,0.0,,-0.0201138488868471,0.016832909177732,767.2087329101563,712.3152819824219,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,-0.025487319342089802,0.008006624581125749,2025-02-28 00:00:00+05:30,0.6184261572656343,0.5987296361497828,0.004230331363842819,835.3114562988281,0.050871095279948306,0.001352809672728023,0.0,0.0,1.0
2025-03-03 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,848.3651660469169,859.7748047479977,838.6352262949131,857.4938354492188,8749960,0.0,,0.0114356501434738,0.016743905234552,770.7461059570312,713.2998153686524,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,0.0034290255623480497,-0.0005307536419927551,2025-03-03 00:00:00+05:30,0.6457986339919461,0.6048121106267589,0.003391744546265031,838.43095703125,0.05133193485930865,0.0007068199341030597,0.0,0.0,1.0
2025-03-04 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,846.9936242997427,856.6440983385812,846.1438871064984,853.3295288085938,7655060,0.0,,-0.0048563691871247,0.0121503847556663,774.1635192871094,714.2303247070313,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,-0.004325615545131945,-0.049978318861201604,2025-03-04 00:00:00+05:30,0.6236093623831329,0.6008010414483158,0.003529043365075967,839.2267974853515,0.050980886136594655,0.001239990698829517,0.0,0.0,1.0
2025-03-05 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,840.3147901790081,844.7871929652949,817.0582714259784,824.7806396484375,16300920,0.0,,-0.033455878645165,0.0143122209610532,777.1262365722656,715.0278549194336,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,0.016522440216036605,0.0020721002202900435,2025-03-05 00:00:00+05:30,0.49539531998220976,0.5599727828999704,0.003653467128549928,838.3489624023438,0.049028615351390734,0.003018140222497635,0.0,0.0,1.0
2025-03-06 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,831.3700372857354,840.7918803410525,822.4798865712621,835.9269409179688,8814220,0.0,,0.0135142615305354,0.0146395722043069,780.2968725585938,715.8734777832032,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,0.011442161310245356,0.0007446621206157676,2025-03-06 00:00:00+05:30,0.5330302692894251,0.5485086303452069,0.0036212319976291754,837.8589874267578,0.049849945547083836,0.0007663861829047846,0.0,0.0,1.0
2025-03-07 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,835.8325039404815,841.8056564981108,831.514179365264,835.2958374023438,4729460,0.0,,-0.0007549744896748,0.0146395917225548,783.2720141601562,716.7151043701172,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,-0.0014996366102905676,-0.0012801733100317545,2025-03-07 00:00:00+05:30,0.5304113471236555,0.5413864789321605,0.00358621558867558,837.3481414794921,0.049841363111874114,0.0007605076145046708,0.0,0.0,1.0
2025-03-10 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,838.6004613783617,858.4926706153201,827.4989192194664,829.143798828125,10164530,0.0,,-0.0073651014392107,0.0147024219575323,786.1628759765625,717.4853765869141,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,-0.006084928129178945,0.002738652226668102,2025-03-10 00:00:00+05:30,0.5042827367947721,0.5306110888141771,0.0036122813346838364,836.6939300537109,0.04945238794506372,0.0030461524983066294,0.0,0.0,1.0
2025-03-11 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,825.4068110389812,832.3638822939756,816.0893048938993,828.9300537109375,8135670,0.0,,-0.0002577901655775,0.0138100886437074,789.1791638183594,718.24951171875,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,-0.002996442392245602,0.02084509980372391,2025-03-11 00:00:00+05:30,0.5033509829726874,0.5258558609093624,0.0035365849766517948,836.9605346679688,0.04941859369912382,0.0011344410118137318,0.0,0.0,1.0
2025-03-12 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,828.9946504740712,847.2222036981539,822.1817094501092,843.2417602539062,20882230,0.0,,0.0172652764595737,0.0139987903689757,792.2584619140625,719.0562307739258,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,-0.0035798233441502064,-0.002688162101827176,2025-03-12 00:00:00+05:30,0.557443336769377,0.5437214218715067,0.003162646089847976,838.4177917480469,0.05032690747443427,0.003637972791544818,0.0,0.0,1.0
2025-03-13 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,844.7872128755555,850.7504167311477,834.1528205342469,836.8809814453125,12173510,0.0,,-0.0075432445455244,0.0141522600075853,794.3083129882813,719.84224609375,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,-0.004855082443697224,0.013238868066850448,2025-03-13 00:00:00+05:30,0.5275712875948186,0.5489447399143279,0.0027666742613354283,839.44345703125,0.04980575887836295,0.0008262564032719298,0.0,0.0,1.0
2025-03-17 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,834.7689920428901,857.702491749256,833.4570799489434,852.7728881835938,11020850,0.0,,0.0189894466365283,0.0137922818014443,796.6401232910156,720.7405279541016,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,0.005750578569677851,-5.752936504352857e-05,2025-03-17 00:00:00+05:30,0.5831578051102785,0.5742724184588126,0.0028841171451171226,840.2949462890625,0.05086519299825079,0.0012831433300571206,0.0,0.0,1.0
2025-03-18 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,852.7728881835938,852.7728881835938,852.7728881835938,852.7728881835938,0,0.0,,0.0,0.013776034829763,799.0870227050781,721.7328787231445,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,5.752936504352857e-05,-0.0009164372499497683,2025-03-18 00:00:00+05:30,0.5831578051102785,0.5909558275520436,0.0029584115404347,841.2294281005859,0.05079847718294661,0.0,0.0,0.0,1.0
2025-03-19 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,864.6645816925422,882.4548312583717,862.9352622348928,867.80517578125,12898200,0.0,,0.0176275392967464,0.014250005540894,801.8254248046875,722.7602166748047,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,0.018543976546696168,-0.017246030455642162,2025-03-19 00:00:00+05:30,0.6308268749404584,0.620436357749675,0.0034189152939186583,842.7450744628907,0.05174618524284093,0.001417346044985973,0.0,0.0,1.0
2025-03-20 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,867.1492515262393,871.4278431326916,848.8769908298905,862.64208984375,7924330,0.0,,-0.0059495910851786,0.0143380753032001,804.4576831054687,723.6540234375,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,0.011296439370463563,0.019031937323121334,2025-03-20 00:00:00+05:30,0.6033913159914277,0.6309360442082261,0.003657855025988768,843.8072692871094,0.05130736728316095,0.000870781797821688,0.0,0.0,1.0
2025-03-21 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,898.4510853028386,903.3260336366492,877.684208188832,886.1420288085938,27448010,0.0,,0.0272418181787308,0.0154077346665189,807.7148840332031,724.866076965332,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,0.008209880855609463,0.008325052140295022,2025-03-21 00:00:00+05:30,0.6692195539496565,0.6651974991291353,0.004587579262453758,846.1759033203125,0.05278154030575841,0.0049093523889383,0.0,0.0,1.0
2025-03-24 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,904.016767704254,905.9101141747292,887.2254196184903,903.430419921875,14332170,0.0,,0.0195097293111412,0.0157286941006494,811.2967834472656,726.0028375244141,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,0.011184677170846178,-0.00023884204340173052,2025-03-24 00:00:00+05:30,0.7076801684955674,0.7046540837932446,0.0058873115225746364,849.6077301025391,0.053735428939028045,0.0007400771300202315,0.0,0.0,1.0
2025-03-25 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,906.9039760074562,920.3261597052348,892.1997252390364,901.1643676757812,17482600,0.0,,-0.0025082753426541,0.015768339789653,815.1058801269531,727.0841873168945,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,-0.0022694332992523694,-0.015704046582192595,2025-03-25 00:00:00+05:30,0.6955294441326995,0.7204593813939678,0.0066992786661854995,852.9399200439453,0.05333236043195725,0.0017289003665231276,0.0,0.0,1.0
2025-03-26 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,904.6230299913868,907.0927757475704,879.5676127668488,881.167724609375,8862110,0.0,,-0.0221897844429648,0.0167231650969369,818.1492016601562,727.9342279052735,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,-0.0064857378607722045,0.008606109921763198,2025-03-26 00:00:00+05:30,0.5970104297384934,0.6980396564487574,0.006734266003115175,855.4797485351562,0.05176342363656375,0.000718467307993699,0.0,0.0,1.0
2025-03-27 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,880.665851905712,899.9866359964568,876.8146158486542,894.86328125,20920440,0.0,,0.0155425082627671,0.0167040703851189,821.7797009277343,728.9034518432617,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,0.006936398341003902,-0.0017506127361079388,2025-03-27 00:00:00+05:30,0.6330236245980023,0.6952424804893077,0.0071498824558874595,858.039208984375,0.05252618553211052,0.0033458739389791306,0.0,0.0,1.0
2025-03-28 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,894.2420355740359,897.3528450203148,880.6657745285638,889.0739135742188,9770990,0.0,,-0.0064695555143287,0.0159576948330181,825.13072265625,729.8193774414062,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,-0.0047189427782207615,-0.019336810715464448,2025-03-28 00:00:00+05:30,0.6065115641331927,0.6801610830319033,0.007426199822282325,859.2328430175781,0.05204170496444461,0.00066197814348539,0.0,0.0,1.0
2025-04-01 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,872.9435387462231,887.0266223080821,861.7823669999043,864.4857177734375,11834240,0.0,,-0.0276559636104187,0.0165722103736766,828.1443273925781,730.5729788208008,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,-0.008319152894954253,-0.011351188734385547,2025-04-01 00:00:00+05:30,0.5076367313888025,0.6343415265886598,0.007381225900192691,860.0671936035156,0.050290438759494356,0.0017166339602655207,0.0,0.0,1.0
2025-04-02 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,867.6461544278009,870.6128337649217,855.9185323993194,861.6083984375,6464950,0.0,,-0.0033283595978291,0.0164159543858504,830.5875500488281,731.274021911621,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,0.008022829136556447,-0.007491321310180392,2025-04-02 00:00:00+05:30,0.4972620825278403,0.5990811800116785,0.0073777325302593335,860.2729217529297,0.050078278720687666,0.0007742847291868398,0.0,0.0,1.0
2025-04-03 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,859.6952734008631,871.1247481339382,840.8316901659209,854.1892700195312,13966330,0.0,,-0.0086107893463238,0.0165000890479308,833.177470703125,731.9149276733399,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,-0.001119468036143408,0.03673544923848206,2025-04-03 00:00:00+05:30,0.47039099211683433,0.5666442326863242,0.007373747250889773,860.3159088134765,0.0495649699743299,0.00306191425896085,0.0,0.0,1.0
2025-04-04 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,860.2915347763417,874.3051004964104,853.1158417860235,866.5380249023438,18496580,0.0,,0.0144566963274195,0.0147442597663976,835.8046594238281,732.6209646606445,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,-0.022278752911062554,0.011331006639169559,2025-04-04 00:00:00+05:30,0.5135604517600255,0.5628017346886547,0.00692425991356958,862.4037780761719,0.050270107492748795,0.0018770897228381864,0.0,0.0,1.0
2025-04-07 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,828.88536880857,854.7756011098094,825.6205412588924,851.5455322265625,13981240,0.0,,-0.0173015981352587,0.0151456859313945,838.0403637695313,733.3018551635743,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,-0.02863260477442826,0.009771711142919144,2025-04-07 00:00:00+05:30,0.45970945770739047,0.5427355733955603,0.006713713979033316,863.1847076416016,0.04918843440703642,0.001071346985118313,0.0,0.0,1.0
2025-04-08 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,859.6952348126595,881.8584639941574,859.6952348126595,876.8145751953125,14775630,0.0,,0.0296743298067436,0.0164303321002721,840.7906921386718,734.1223669433593,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,0.019902618663824454,-0.005482973821651937,2025-04-08 00:00:00+05:30,0.5401246314603775,0.5646071209033903,0.006457539499418631,865.26064453125,0.0507766394449269,0.0014978772085076926,0.0,0.0,1.0
2025-04-09 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,876.0940070852985,878.7774608727485,857.2105287703573,868.2225952148438,10487740,0.0,,-0.0097990843486547,0.0165164764020733,843.6537255859375,734.9182312011719,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,-0.004316110527002763,0.0011419000033151064,2025-04-09 00:00:00+05:30,0.5098557806889924,0.5690342475975583,0.005932134440988275,867.2145843505859,0.05005519681357109,0.0010060320141910151,0.0,0.0,1.0
2025-04-11 00:00:00+05:30,BAJFINANCE.NS,Bajaj Finance Ltd.,Financials,877.0929006731593,891.8468322003135,875.6667034684273,886.6389770507812,10097220,0.0,,0.0212115901353389,0.0170222188125931,846.2666027832031,735.8322164916992,5780268908544,31.541723,22.487597,,5.595169,0.47,29.48,0.153,1102.5,778.44,0.020069690132023792,0.0041442454908798484,2025-04-11 00:00:00+05:30,0.5621133125838343,0.5965563607149866,0.0054075037421283615,870.1000305175781,0.051111297705810896,0.001364569948564063,0.0,0.0,1.0
