datePublished,timestamp,timestamp_filled,trading_date,company,symbol,headline,description,articleBody,tags,author,url,source,language
2026-04-05,2026-04-05 16:08,2026-04-05 16:08,2026-04-07,Tata Steel,TATASTEEL,"Tata Steel को ₹1755 करोड़ का नोटिस, 25 साल पुराने केस में लगा झटका, ये है मामला",Tata Steel Shares: टाटा स्टील को एक पुराने मामले में ₹1755 करोड़ का डिमांड नोटिस मिला है। टाटा ग्रुप की स्टील कंपनी को यह नोटिस वित्त वर्ष 2001 से वित्त वर्ष 2007 तक के एक मामले में मिला है। जानिए इतने पुराने मामले में टाटा स्टील को नोटिस क्यों मिला है और कंपनी का इसे लेकर क्या कहना है,"Tata Steel Shares: टाटा ग्रुप की स्टील कंपनी टाटा स्टील को ₹1755.10 करोड़ का डिमांड नोटिस मिला है। यह मामला वित्त वर्ष 2001 से वित्त वर्ष 2007 के बीच का है। कंपनी को यह नोटिस झारखंड के रामगढ़ में डिस्ट्रिक्ट माइनिंग ऑफिस से 30 मार्च की तारीख में मिला है। हालांकि इसकी जानकारी कंपनी ने 4 अप्रैल को दी और अब इसका असर सोमवार 6 अप्रैल को स्टॉक मार्केट खुलने पर इसके शेयरों पर भी दिख सकता है। अभी इसके शेयरों के स्थिति की बात करें तो एक कारोबारी दिन पहले गुरुवार 2 अप्रैल को बीएसई पर 0.33% की गिरावट के साथ ₹194.05 (Tata Steel Share Price) पर बंद हुआ था। Tata Steel को क्यों मिला ₹1755 करोड़ का नोटिस? टाटा स्टील को वेस्ट बोकारो कोलियरी में अतिरिक्त कोयला निकाने के आरोप में करोड़ों का नोटिस मिला है। कंपनी पर आरोप है कि वित्त वर्ष 2001 से वित्त वर्ष 2007 के बीच इसने मंजूरी की हुई सीमा से अधिक करीब 1,62,40,399 टन खनिज कोयले का खनन किया। यह डिमांड नोटिस अवैध माइनिंग और अधिक प्रोडक्शन को लेकर सुप्रीम कोर्ट के कॉमन कॉज बनाम यूनियन ऑफ इंडिया मामले (रिट पेटिशन नं 114, 2014) में बताए गए आधारों के समान कारणों पर जारी किया गया है। टाटा स्टील से अतिरिक्त उत्पादन के आरोपों में कुल ₹1,755,10,54,029 की मांग की गई है। अब इसे लेकर कंपनी का कहना है कि वह इसके खिलाफ अपील करेगी। एक साल में कैसी रही टाटा स्टील के शेयरों की चाल? टाटा स्टील के शेयरों ने कम समय में ही निवेशकों की ताबड़तोड़ कमाई कराई है। पिछले साल 7 अप्रैल 2025 को यह ₹124.20 के भाव पर था जो इसके शेयरों के लिए एक साल का रिकॉर्ड हाई लेवल है। इस हाई लेवल से 10 ही महीने में यह 74.32% उछलकर 25 फरवरी 2026 को ₹216.50 के भाव पर पहुंच गया जोकि इसके शेयरों के लिए एक साल का रिकॉर्ड हाई लेवल है। इस दौरान घरेलू इक्विटी बेंचमार्क इंडेक्स निफ्टी 50 की बात करें तो यह 11% से अधिक मजबूत हुआ था। FY26 की गिरावट पर FY27 में चढ़ेगा मार्केट? मोतीलाल ओसवाल को ये शेयर हैं पसंद Stocks to Watch: PNB, RVNL और Tata Motors PV समेत ये 14 स्टॉक्स; 6 अप्रैल को मचा सकते हैं धमाल डिस्क्लेमर: यहां मुहैया जानकारी सिर्फ सूचना के लिए दी जा रही है। यहां बताना जरूरी है कि मार्केट में निवेश बाजार जोखिमों के अधीन है। निवेशक के तौर पर पैसा लगाने से पहले हमेशा एक्सपर्ट से सलाह लें। मनीकंट्रोल की तरफ से किसी को भी पैसा लगाने की यहां कभी भी सलाह नहीं दी जाती है। हिंदी में शेयर बाजार , स्टॉक मार्केट न्यूज़ , बिजनेस न्यूज़ , पर्सनल फाइनेंस और अन्य देश से जुड़ी खबरें सबसे पहले मनीकंट्रोल हिंदी पर पढ़ें. डेली मार्केट अपडेट के लिए Moneycontrol App डाउनलोड करें।","tata steel,tata steel shares,tata steel share price,tata steel news,tata steel tax notice,tata steel stocks,moneycontrol,business news in hindi,टाटा स्टील,टाटा स्टील शेयर प्राइस,टाटा स्टील स्टॉक्स,टाटा स्टील टैक्स नोटिस,",Jeevan Deep Vishawakarma,https://hindi.moneycontrol.com/news/markets/tata-steel-share-price-may-fast-on-market-opening-as-it-faces-rupees-1755-crore-notice-for-16-24-million-tonn-excess-coal-mining-in-jharkhand-2389234.html,moneycontrol_hindi,hi
2026-04-06,2026-04-06 08:27,2026-04-06 08:27,2026-04-06,Tata Steel,TATASTEEL,"Stocks to Watch: 20 स्टॉक्स; खास वजहों से Yes Bank, LG Electronics, Lemon Tree और Tata Steel समेत इन पर रहेगी नजर","Stocks to Watch: गिफ्टी निफ्टी से आज घरेलू स्टॉक मार्केट में लाल शुरुआत के संकेत मिल रहे हैं। इंट्रा-डे में बात करें तो यस बैंक (Yes Bank), एलजी इलेक्ट्रॉनिक्स (LG Electronics), लेमन ट्री (Lemon Tree) और टाटा स्टील (Tata Steel) समेत कुछ स्टॉक्स में खास कॉरपोरेट एक्टिविटीज के चलते तेज हलचल रह सकती है","Stocks to Watch: ईरान-अमेरिका के बीच चल रहे युद्ध के चलते  कच्चे तेल में उछाल के बीच दुनिया के अधिकतर बाजारों में कमजोर रुझानों के बीच गिफ्ट निफ्टी से घरेलू स्टॉक मार्केट में आज बिकवाली के संकेत मिल रहे हैं। एक कारोबारी दिन पहले 2 अप्रैल को सेंसेक्स की वीकली एक्सपायरी के दिन सेंसेक्स (Sensex) 185.23 प्वाइंट्स यानी 0.25% के उछाल के साथ 73,319.55 और निफ्टी 50 (Nifty 50) 33.70 प्वाइंट्स यानी 0.15% की बढ़त के साथ 22,713.10 पर बंद हुआ था। अब आज इंडिविजुअल स्टॉक्स की बात करें तो अपनी खास कॉरपोरेट एक्टिविटीज के चलते कुछ स्टॉक्स में तेज हलचल दिख सकती है। यहां इन शेयरों के बारे में डिटेल्स दी जा रही है। Stocks to Watch: इन स्टॉक्स पर रहेगी नजरें मार्च 2026 तिमाही में सालाना आधार पर एचडीएफसी बैंक का एवरेज एडवांसेज अंडर मैनेजमेंट 10% बढ़कर ₹29.64 लाख करोड़, ग्रास एडवांसेज 12% उछलकर ₹29.60 लाख करोड़, पीरियड एंड डिपॉजिट्स 14.4% चढ़कर ₹31.05 लाख करोड़ और एवरेज डिपॉजिट्स 12.8% बढ़कर ₹28.5 लाख करोड़ पर पहुंच गया। मार्च 2026 तिमाही के आखिरी में बजाज फाइनेंस की कस्टमर फ्रेंचाइजी सालाना आधार पर 10.18 करोड़ से बढ़कर 11.93 करोड़, नया लोन 20.5% उछलकर 1.28 करोड़ पर पहुंच गया तो एयूएम 22% बढ़कर ₹5.1 लाख करोड़ पर पहुंच गया लेकिन डिपॉजिट्स बुक ₹71,403 करोड़ से घटकर ₹68,550 करोड़ पर आ गया। मार्च 2026 तिमाही में सालाना आधार पर एक्सिस बैंक का ग्रास एडवांसेज 18.4% बढ़कर ₹12.44 लाख करोड़, टोटल डिपॉजिट्स 13.9% उछलकर ₹13.35 लाख करोड़, सीएएसए डिपॉजिट्स 10.6% बढ़कर ₹5.28 लाख करोड़ और टर्म डिपॉजिट्स 16.1% उछलकर ₹8.07 लाख करोड़ पर पहुंच गया। मार्च 2026 तिमाही में सालाना आधार पर येस बैंक का लोन और एडवांसेज 10.70% बढ़कर ₹2.72 लाख करोड़,डिपॉजिट्स 12.1% उछलकर ₹3.19 लाख करोड़, सीएएसए रेश्यो 34.3% से बढ़कर 35.1% पर पहुंच गया लेकिन क्रेडिट टू डिपॉजिट रेश्यो 86.5% से 85.4% पर आ गया। मार्च 2026 तिमाही में सालाना आधार पर इंडसइंड बैंक का नेट एडवांसेज 8.7% गिरकर ₹3.15 लाख करोड़,डिपॉजिट्स 2.6% फिसलकर ₹4 लाख करोड़ और सीएएसए रेश्यो 32.80% से कम होकर 31.30% पर आ गया। मार्च 2026 तिमाही में सालाना आधार पर आईडीएफसी फर्स्ट बैंक का कस्टमर डिपॉजिट्स 17.2% बढ़कर ₹2.84 लाख करोड़,एडवांसेज 20% उछलकर ₹2.90 लाख करोड़ और सीएएसए रेश्यो 46.9% से बढ़कर 49.8% पर पहुंच गया। मार्च 2026 तिमाही में सालाना आधार पर एवेन्यू सुपरमार्ट्स का स्टैंडएलोन रेवेन्यू 19% बढ़कर ₹17,204.5 करोड़ पर पहुंच गई तो मार्च 2026 तिमाही में आखिरी में इसके स्टोर्स की संख्या 500 रही। करीब ढाई साल पहले एक्सिओम आयुर्वेद (Axiom Ayurveda) में माइनॉरिटी होल्डिंग लेने के बाद अब एमामी इसे पूरी तरह से अधिग्रहण करने जा रही है। एमामी'एलोफ्रूट' जूस बनाने वाली इस कंपनी में बाकी 73.5% हिस्सेदारी करीब ₹200 करोड़ में खरीदेगी। एलजी इलेक्ट्रॉनिक्स ने मार्च 2026 तिमाही में 10 लाख से अधिक एयर कंडीशनर्स की बिक्री का ऐलान किया है। प्रीमियर एनर्जीज ने ट्रांसकॉन इंडस्ट्रीज में ₹250 करोड़ की 51% हिस्सेदारी का अधिग्रहण पूरा कर लिया है। जे कुमार इंफ्रा को यूपी में सुपरिटेंडिंग इंजीनियर, पीएमसीएसवाई सर्किल, पीडब्ल्यूडी (पब्लिक वर्क्स डिपार्टमेंट), लखनऊ से ₹1,184 करोड़ का प्रोजेक्ट मिला है। इस प्रोजेक्ट के तहत लखनऊ के वृंदावन योजना, सेक्टर-15 में 10,000 लोगों की क्षमता वाला कन्वेंशन सेंटर की डिजाइनिंग, इंजीनियरिंग और निर्माण का काम है। जीआर इंफ्राप्रोजेक्ट्स ने पश्चिम मध्य रेलवे के साथ ₹1,897.51 करोड़ का ईपीसी एग्रीमेंट किया है। इस प्रोजेक्ट में मध्य प्रदेश के बाहरी और गोंडावली स्टेशनों के बीच एक नई रेलवे लाइन के निर्माण का काम है। अदाणी पावर को महाराष्ट्र स्टेट इलेक्ट्रिसिटी डिस्ट्रीब्यूशन कंपनी (एमएसईडीसीएल) से 25 वर्षों की अवधि के लिए 2,500 मेगावाट आरई आरटीसी (रिन्यूएबल एनर्जी राउंड द क्लॉक) बिजली की सप्लाई का ऑर्डर मिला है। लेमन ट्री होटल्स ने नेपाल के सिमारा में 98 कमरों वाले होटल के लिए लाइसेंस एग्रीमेंट किया है जिसका काम इसकी सब्सिडरी कार्नेशन होटल्स संभालेगी। मध्य प्रदेश के छिपटा लाइमस्टोन ब्लॉक की माइनिंग लीज ई-नीलामी में जेके लक्ष्मी सीमेंट ने सफल बोली लगाई है। विक्रान इंजीनियरिंग को महाराष्ट्र स्टेट इलेक्ट्रिसिटी डिस्ट्रीब्यूशन कंपनी (एमएसईडीसीएल) से नासिक और कोल्हापुर में पावर डिस्ट्रीब्यूशन एंहेंसमेंट प्रोग्राम के लिए ₹530.80 करोड़ के दो LoA (लेटर ऑफ अवार्) मिले हैं। प्रेस्टीज एस्टेट्स प्रोजेक्ट्स ने हैदराबाद में 5,120 यूनिट वाली टाउनशिप परियोजना, प्रेस्टीज गोल्डन ग्रोव लॉन्च किया है, जिसकी ग्रास डेवलपमेंट वैल्यू ₹9,500 करोड़ है। सेनोरेस फार्मा की सहायक कंपनी सेनोरेस फार्मा, यूएसए ने एक रणनीतिक साझेदारी के जरिए अमेरिकी सरकारी खरीद बाजार में एंट्री की है। श्री सीमेंट के बोर्ड ने मेघालय के दाइस्तोंग गांव में सालाना 0.95 टन क्लिंकर क्षमता और 0.99 टन सीमेंट क्षमता वाले एक इंटीग्रेटेड सीमेंट प्लांट बनाने के लिए ₹1,800 करोड़ के निवेश से मंजूरी दी है। टाटा स्टील को वेस्ट बोकारो कोलियरी में अतिरिक्त कोयला निकाने के आरोप में ₹1,755.1 करोड़ का नोटिस मिला है। कंपनी पर आरोप है कि वित्त वर्ष 2001 से वित्त वर्ष 2007 के बीच इसने मंजूर की हुई सीमा से अधिक करीब 1,62,40,399 टन खनिज कोयले का खनन किया। स्टॉक मार्केट में आज के लाइव अपडेट्स के लिए यहां जुड़ें डिस्क्लेमर: यहां मुहैया जानकारी सिर्फ सूचना के लिए दी जा रही है। यहां बताना जरूरी है कि मार्केट में निवेश बाजार जोखिमों के अधीन है। निवेशक के तौर पर पैसा लगाने से पहले हमेशा एक्सपर्ट से सलाह लें। मनीकंट्रोल की तरफ से किसी को भी पैसा लगाने की यहां कभी भी सलाह नहीं दी जाती है। हिंदी में शेयर बाजार , स्टॉक मार्केट न्यूज़ , बिजनेस न्यूज़ , पर्सनल फाइनेंस और अन्य देश से जुड़ी खबरें सबसे पहले","Stocks to watch, stocks in focus today, stocks in focus, share market today, top stocks, shares in focus today, shares today, today stocks to watch, trending stocks, trending stocks today, markets today, buzzing stocks, stocks today, stock market today,HDFC Bank,Bajaj Finance,Axis Bank,L&aT Finance,",Jeevan Deep Vishawakarma,https://hindi.moneycontrol.com/news/markets/stocks-to-watch-today-hdfc-bank-j-kumar-infra-gr-infra-adani-power-bajaj-finance-idfc-first-bank-emami-tata-steel-in-focus-on-06-april-sensex-nifty-iran-us-war-2389328.html,moneycontrol_hindi,hi
