datePublished,timestamp,timestamp_filled,trading_date,company,symbol,headline,description,articleBody,tags,author,url,source,language
2026-04-07,2026-04-07 15:42,2026-04-07 15:42,2026-04-08,Apollo Hospitals Enterprise,APOLLOHOSP,"Stock Market Highlight: सेंसेक्स 510 अंक चढ़ा, निफ्टी 23120 के पार हुआ बंद, IT, मेटल, रियल्टी चमके","Stock Market Highlight: कारोबार के अंत में सेंसेक्स 509.73 अंक यानी 0.69 फीसदी की बढ़त के साथ 74,616.58 के स्तर पर बंद हुआ। वहीं निफ्टी 155.40 अंक यानी 0.68 फीसदी की बढ़त के साथ 23,123.65 के स्तर पर बंद हुआ।","Stock Market Highlight: भारतीय इक्विटी इंडेक्स 7 अप्रैल को उतार-चढ़ाव वाले सेशन में निफ्टी 23,100 के ऊपर मजबूती के साथ बंद हुए।निफ्टी में सबसे ज़्यादा बढ़त विप्रो, हिंडाल्को इंडस्ट्रीज, HCL टेक्नोलॉजीज, TCS, इंफोसिस में हुई, जबकि हारने वालों में डॉ रेड्डीज लैबोरेटरीज, अडानी एंटरप्राइजेज, इंटरग्लोब एविएशन, अपोलो हॉस्पिटल्स, अडानी पोर्ट्स शामिल थे।कंज्यूमर ड्यूरेबल्स और PSU बैंक को Stock Market Highlight: निफ्टी 23,120 के ऊपर, सेंसेक्स 510 पॉइंट्स बढ़कर हुआ बंद; IT, मेटल, रियल्टी चमके भारतीय इक्विटी इंडेक्स 7 अप्रैल को उतार-चढ़ाव वाले सेशन में निफ्टी 23,100 के ऊपर मजबूती के साथ बंद हुए। निफ्टी में सबसे ज़्यादा बढ़त विप्रो, हिंडाल्को इंडस्ट्रीज, HCL टेक्नोलॉजीज, TCS, इंफोसिस में हुई, जबकि हारने वालों में डॉ रेड्डीज लैबोरेटरीज, अडानी एंटरप्राइजेज, इंटरग्लोब एविएशन, अपोलो हॉस्पिटल्स, अडानी पोर्ट्स शामिल थे। कंज्यूमर ड्यूरेबल्स और PSU बैंक को छोड़कर, बाकी सभी सेक्टोरल इंडेक्स बढ़त के साथ बंद हुए, जिसमें इन्फॉर्मेशन टेक्नोलॉजी 2.5% बढ़ा, मेटल इंडेक्स 1.5% बढ़ा, रियल्टी इंडेक्स 1.7% बढ़ा और मीडिया इंडेक्स 1% उछला। निफ्टी मिडकैप इंडेक्स 0.3 प्रतिशत बढ़ा, जबकि स्मॉलकैप इंडेक्स सपाट बंद हुआ। Stock Market Live Update: कल्याण ज्वेलर्स ने Q4 में 64% रेवेन्यू ग्रोथ दर्ज की कंपनी ने Q4FY26 में पिछले फाइनेंशियल ईयर की इसी अवधि की तुलना में लगभग 64% की कंसोलिडेटेड रेवेन्यू ग्रोथ दर्ज की है।पूरे साल FY2026 के लिए, कंपनी ने पिछले साल की तुलना में कंसोलिडेटेड बेसिस पर लगभग 42% की रेवेन्यू ग्रोथ दर्ज की। Q4FY2025 की तुलना में Q4 FY2026 के दौरान इंडिया ऑपरेशन्स में 65% से ज़्यादा रेवेन्यू ग्रोथ देखी गई, जो मुख्य रूप से ज़्यादातर मुख्य मार्केट्स में मज़बूत सेम-स्टोर-सेल्स-ग्रोथ (SSSG) की वजह से हुई और इंटरनेशनल ऑपरेशन्स में लगभग 45% की रेवेन्यू ग्रोथ दर्ज की गई। तिमाही के दौरान, कंपनी ने इंडिया में 28 (नेट 24) कल्याण शोरूम और 14 कैंडेरे शोरूम लॉन्च किए।कल्याण ज्वेलर्स इंडिया का प्राइस Rs 6.30 या 1.50 परसेंट कम होकर Rs 414.15 पर था। इसने 437.45 रुपये का इंट्राडे हाई और 412.25 रुपये का इंट्राडे लो छुआ है। मार्केट्स@3 | सेंसेक्स 480 पॉइंट्स बढ़ा, निफ्टी 23100 के ऊपर सेंसेक्स 484.71 पॉइंट्स या 0.65 परसेंट बढ़कर 74,591.56 पर और निफ्टी 147.10 पॉइंट्स या 0.64 परसेंट बढ़कर 23,115.35 पर था। लगभग 2470 शेयर बढ़े, 1415 शेयर गिरे, और 132 शेयर बिना किसी बदलाव के रहे। Stock Market Live Update:  GE शिपिंग अपना 2003 में बना मीडियम रेंज टैंकर “जग पंखी” बेचेगी ग्रेट ईस्टर्न शिपिंग कंपनी ने अपना 2003 में बना मीडियम रेंज टैंकर जग पंखी, लगभग 46,273 dwt, एक अनएफिलिएटेड थर्ड पार्टी को बेचने का कॉन्ट्रैक्ट किया है।यह जहाज खरीदार को Q1 FY27 में डिलीवर किया जाएगा। ग्रेट ईस्टर्न शिपिंग कंपनी का भाव Rs 38.55 या 2.64 परसेंट कम होकर Rs 1,424 पर था। इसने Rs 1,462.55 का इंट्राडे हाई और Rs 1,410.10 का इंट्राडे लो छुआ है। यह 16,029 शेयरों के वॉल्यूम के साथ ट्रेड कर रहा था, जबकि इसके पांच दिन के एवरेज 29,758 शेयर थे, जो -46.14 परसेंट की कमी है। Stock Market Live Update: रिफेक्स इंडस्ट्रीज को 70.2 करोड़ रुपये का ऑर्डर मिला रिफेक्स इंडस्ट्रीज को बल्क इंडस्ट्रियल कमोडिटी की सप्लाई के लिए 70.2 करोड़ रुपये का ऑर्डर मिला है।रिफेक्स इंडस्ट्रीज का शेयर 0.05 रुपये या 0.02 प्रतिशत बढ़कर 213.05 रुपये पर था।इसने 216.90 रुपये का इंट्राडे हाई और 210.20 रुपये का इंट्राडे लो छुआ है।यह 36,013 शेयरों के वॉल्यूम के साथ ट्रेड कर रहा था, जबकि इसके पांच दिन के एवरेज 55,745 शेयरों के वॉल्यूम के मुकाबले इसमें -35.40 प्रतिशत की गिरावट आई है।पिछले ट्रेडिंग सेशन में, शेयर 4.26 प्रतिशत या 8.70 रुपये बढ़कर 213.00 रुपये पर बंद हुआ था। शेयर ने 09 जून, 2025 और 23 मार्च, 2026 को क्रम से 52-हफ़्ते का हाई 534.00 रुपये और 52-हफ़्ते का लो 188.00 रुपये छुआ। अभी, स्टॉक अपने 52-हफ़्ते के हाई से 60.1 प्रतिशत नीचे और अपने 52-हफ़्ते के लो से 13.32 प्रतिशत ऊपर ट्रेड कर रहा है। मार्केट कैपिटलाइज़ेशन 2,923.03 करोड़ रुपये है। Stock Market Live Update:Deep Industries का शेयर 9.5% चढ़ा स्मॉल-कैप स्टॉक Deep Industries में 6 अप्रैल को मंगलवार के सेशन में 9.5% की बढ़त हुई, और यह दिन के सबसे ऊंचे लेवल ₹487.50 पर पहुंच गया, जब कंपनी को ऑयल एंड नेचुरल गैस कॉर्पोरेशन (ONGC) से नया ऑर्डर मिला। कंपनी ने सोमवार को अपनी रेगुलेटरी फाइलिंग में कहा कि उसे ONGC से राजमुंदरी एसेट के तहत ONGC के मल्लेश्वरम फील्ड में नेचुरल गैस कंप्रेसर, गैस डिहाइड्रेशन और HC ड्यू-पॉइंट डिप्रेशन के लिए सर्विसेज़ हायर करने के लिए लेटर ऑफ़ अवार्ड मिला है। कंपनी ने यह भी कहा कि न तो प्रमोटर और न ही प्रमोटर ग्रुप कंपनियों का उस एंटिटी में कोई इंटरेस्ट है जिसने ऑर्डर दिया है। इसने आगे साफ किया कि यह ऑर्डर रिलेटेड-पार्टी ट्रांज़ैक्शन के तहत नहीं आता है। Stock Market Live Update: रुपया 93 के करीब रेंज में रह सकता है,  95 एक्शन के लिए ट्रिगर है, 100 की उम्मीद नहीं है भारतीय रुपया जल्द ही रेंज में रहने की उम्मीद है, फाइनेंस मिनिस्ट्री के अधिकारियों ने डॉलर के मुकाबले लगभग 92.5-94 के बड़े कम्फर्ट ज़ोन का संकेत दिया है, हालांकि उन्होंने माना कि मौजूदा लेवल “आइडियल नहीं” हैं, लेकिन मौजूदा ग्लोबल अनिश्चितताओं को दिखाते हैं। मार्केट्स@2 | उतार-चढ़ाव के बीच सेंसेक्स, निफ्टी में कोई बदलाव नहीं सेंसेक्स 29.88 पॉइंट्स या 0.04 प्रतिशत बढ़कर 74,136.73 पर और निफ्टी 13.65 पॉइंट्स या 0.06 प्रतिशत बढ़कर 22,981.90 पर था। लगभग 2451 शेयर बढ़े, 1372 शेयर गिरे, और 140 शेयर बिना किसी बदलाव के साथ कामकाज कर रहे हैं। Stock Market Live Update:बाजार ने मारा यू-टर्न, हरे निशान में ल","sensex, sensex today, live sensex updates, stock market, stock market updates, stock market today, share market, share market latest updates, BSE, NSE, nifty, nifty50, sensex share price, bse sensex, stock market latest updates, sensex latest updates, Stock market live updates, crude, msci index, hd",Moneycontrol Hindi,https://hindi.moneycontrol.com/news/markets/live-stock-market-today-april-7-updates-bse-nse-sensex-nifty-latest-news-crude-shyam-metalics-aurobindo-pharma-acme-solar-pds-deep-ind-godrej-consumer-creditaccess-share-price-liveblog-2389672.html,moneycontrol_hindi,hi
