date,open,high,low,close,volume
1999-01-28,9.109435857914884,9.189517477545078,8.858697368872612,8.869743347167969,104238146
1999-01-29,8.890727603087925,8.979644793813861,8.83439401893805,8.913923263549805,86876805
1999-02-01,8.86974327748104,9.079611940554958,8.838814735412598,8.838814735412598,116173776
1999-02-02,8.869741814177354,8.880786805985968,8.670918177535555,8.759284019470215,115753178
1999-02-03,8.93601679752736,9.051997102340238,8.836604967033786,9.002291679382324,134109934
1999-02-04,9.144782981508945,9.223208547981333,8.991246922286932,9.032668113708496,150817011
1999-02-05,9.068566470858936,9.0796114639099,8.893490826863916,9.024383544921877,91587499
1999-02-08,9.079609522139858,9.388890922133948,9.051995076262616,9.090103149414062,185978985
1999-02-09,9.04095215276473,9.12379550933838,8.924971847392722,9.12379550933838,111019116
1999-02-10,9.190070078410674,9.311573873845292,9.112750197372517,9.283958435058594,102195910
1999-02-11,9.32261990002634,9.520337896612736,9.30715513607752,9.333664894104004,188918496
1999-02-12,9.356859836827004,9.50929116375153,9.317094714769452,9.41098403930664,120412466
1999-02-15,9.44412126532184,9.592134796737728,9.289480541558612,9.297764778137209,126814899
1999-02-16,9.289480209350586,9.364039320469251,9.234803659140583,9.289480209350586,86535653
1999-02-17,9.38337080018865,9.38337080018865,9.018860416242012,9.201115608215332,117043011
1999-02-18,9.23425262807757,9.377847390221149,9.074641739142423,9.107227325439451,105060648
1999-02-19,9.123794731988626,9.220444814134396,9.07961082458496,9.07961082458496,64898235
1999-02-22,9.046475061582488,9.07961201189076,8.853174872013833,8.869743347167969,58935093
1999-02-23,8.83660330827386,8.989035606384277,8.773091163497934,8.989035606384277,92914719
1999-02-24,9.0343225956431,9.06525113182192,8.881891276040735,8.96915340423584,71810058
1999-02-25,8.894041449536916,8.963629421315558,8.836603164672852,8.836603164672852,58458416
1999-02-26,8.780272712848449,8.780272712848449,8.494187851476578,8.536162376403809,104214779
1999-03-01,9.33366242509909,9.941179275512695,9.295002986898073,9.941179275512695,209177288
1999-03-02,9.941179275512695,9.941179275512695,9.941179275512695,9.941179275512695,0
1999-03-03,10.272551156100052,10.58183255413864,10.173139348486044,10.23941421508789,266056126
1999-03-04,10.35042451848709,10.534888073662373,10.30955470495154,10.482420921325684,166033304
1999-03-05,10.60392978264152,10.855773046058788,10.55422434176721,10.65915870666504,190876612
1999-03-08,10.803851046019314,11.188243865966797,10.580727089235802,11.188243865966797,262065120
1999-03-09,11.244578258146287,11.244578258146287,10.819869877678952,10.835886001586914,211705548
1999-03-10,10.659153385551775,11.189350397668807,10.659153385551775,11.00433349609375,217645323
1999-03-11,10.990527248186076,11.156213959683004,10.826498565605853,10.8684720993042,92171663
1999-03-12,10.91320644434341,11.07999783786457,10.880069498696626,11.018141746520996,105219540
1999-03-15,11.08993884696554,11.33184071033558,10.935298130103757,11.159526824951172,121837825
1999-03-16,11.123078708734871,11.374921918514856,10.934748649597168,10.934748649597168,108532916
1999-03-17,11.1783052969739,11.630075814953544,11.046860237439123,11.098223686218262,209485726
1999-03-18,11.100985900460266,11.208128633518294,10.979482116645633,11.134122848510742,65814203
1999-03-19,11.17830475924582,11.22690548069712,10.869023323594702,11.012618064880373,74520577
1999-03-22,10.935297145068269,10.935297145068269,10.69836545093496,10.819316864013672,62767206
1999-03-23,10.813793290705718,10.913205099977482,10.482420921325684,10.482420921325684,97055270
1999-03-24,10.813794018111476,10.968434730111635,10.296853362787555,10.605029106140137,111107909
1999-03-25,10.50451367817372,10.628226851287572,10.05329451583655,10.095821380615234,88017092
1999-03-26,10.07925124235244,10.292433940818569,9.985361927983789,10.173139572143556,84951401
1999-03-29,10.173139572143556,10.173139572143556,10.173139572143556,10.173139572143556,0
1999-03-30,10.16209815628344,10.769614219665527,9.852815658062886,10.769614219665527,97237529
1999-03-31,10.756356425632449,10.830915538568338,10.572997542259756,10.637063026428224,76570056
1999-04-01,10.686766614685196,10.708858564577271,10.440446000902806,10.443207740783691,49371167
1999-04-02,10.443207740783691,10.443207740783691,10.443207740783691,10.443207740783691,0
1999-04-05,10.05163782443454,10.159886228745137,9.620852614843956,9.720264434814451,70024527
1999-04-06,9.74235804494323,10.497887611389162,9.676083158831588,10.49788761138916,148287209
1999-04-07,10.43823878727822,10.758565205302904,10.32225751394762,10.439342498779297,130733468
1999-04-08,10.471374945944923,10.58459447058702,10.347662778497517,10.482420921325684,48932998
1999-04-09,10.50451302287303,10.548696929171616,10.173140617677143,10.328886032104492,78120567
1999-04-12,10.262612653348878,10.383011747951617,10.117913194401453,10.26150894165039,51817270
1999-04-13,10.158781793234615,10.261507704184506,10.062684059143068,10.062684059143066,48816072
1999-04-14,10.062684059143068,10.062684059143068,10.062684059143068,10.062684059143066,0
1999-04-15,9.830719882721446,9.9964065379477,9.787089319501993,9.924609184265137,43927417
1999-04-16,10.06268566617281,10.71880340576172,10.06268566617281,10.71880340576172,59500236
1999-04-19,10.040591358470683,10.614970297158472,9.924611071587774,10.402339935302734,73034885
1999-04-20,10.480211755479134,10.570786983316257,10.32943748661306,10.416146278381348,38581947
1999-04-21,10.568579048982215,10.764089595301,10.429403084548795,10.548697471618652,57459402
1999-04-22,10.515562186041755,10.70002680163155,10.140006745318102,10.27807903289795,63048773
1999-04-23,10.33330667010618,10.443211153776256,10.057714477251398,10.438241004943848,88135420
1999-04-26,10.175903552661037,10.228370716828426,9.79316765606034,9.79758644104004,99139473
1999-04-27,9.79758644104004,9.79758644104004,9.79758644104004,9.79758644104004,0
1999-04-28,9.885950539637488,10.215114517383851,9.743460502584936,10.184185981750488,60841382
1999-04-29,10.24493730518011,10.493467330932615,10.151048972002338,10.493467330932615,72414317
1999-04-30,10.537651257705102,10.64700436134727,10.449285411704665,10.580729484558104,56728824
1999-05-03,10.581834953387489,10.802749584519695,10.54980270108997,10.556428909301758,37926281
1999-05-04,10.570789529047318,11.200397491455078,10.570789529047318,11.200397491455078,68956536
1999-05-05,11.10098546243268,11.520723731294854,11.02366460726222,11.266671180725098,105887683
1999-05-06,11.321347913361237,12.168004989624023,11.310854284171969,12.168004989624023,166859872
1999-05-07,12.40438472913686,12.600998995157502,12.039875345019684,12.09510326385498,116685082
1999-05-10,12.194515902010744,12.4043855519865,11.875294118750334,12.139286994934082,94457986
1999-05-11,12.161373574455324,12.215497761310155,11.842150947761118,11.86313819885254,65913044
1999-05-12,12.01778257014274,12.260789137839016,11.322452161081632,11.64830207824707,113914651
1999-05-13,11.763732674644444,12.117197121228628,11.763732674644444,11.989066123962402,95287872
1999-05-14,12.084053441151958,12.457400276212148,12.00673359172327,12.3325834274292,125789855
1999-05-17,12.29392362834074,12.592159036116822,11.764280024003222,12.099517822265623,121693888
1999-05-18,12.150330718741802,12.34915435349446,11.973599036551716,11.99679470062256,79842634
1999-05-19,12.028828680210095,12.150332467638025,11.891309750964425,12.00673770904541,42317322
1999-05-20,11.981331941046374,12.084056870817724,11.796867370605469,11.796867370605469,35922787
1999-05-21,11.982435219338262,12.58111554490926,11.690275581460568,12.097864151000977,204437525
1999-05-24,12.360200356584514,12.490539726338,12.172422697705858,12.337003707885742,61926057
1999-05-25,12.348049765703148,12.348049765703148,11.731696295648858,11.774775505065918,83849342
1999-05-26,11.918370099511629,12.037112128835176,11.560486967417733,11.818958282470703,89793323
1999-05-27,11.80791070357622,11.961446700338492,11.16836166381836,11.16836166381836,65662134
1999-05-28,11.25562291705261,11.43898275221333,10.824838758596815,11.233531951904297,104758145
1999-05-31,11.36608175125112,11.739980995327596,11.336258896304583,11.670392036437988,70359089
1999-06-01,11.532872846952284,11.651062531594642,11.2357430680425,11.28102970123291,52742118
1999-06-02,11.377128847426157,11.41965472651789,11.167259223200434,11.335707664489746,38738269
1999-06-03,11.366082758828597,11.473226469911054,11.300360230275762,11.414132118225098,29251452
1999-06-04,11.541157351516135,11.873082083669855,11.509676467966218,11.689169883728027,78992933
1999-06-07,11.818959178425194,11.998452613831192,11.708501376766828,11.841050148010254,66239147
1999-06-08,11.763729528687758,12.028827054297842,11.725069103653013,11.774775505065918,60690575
1999-06-09,11.929416740843456,12.150332357962764,11.713472256781316,11.754342079162598,26756467
1999-06-10,11.762624184610466,11.950401834384351,11.654375788138484,11.695796966552734,29994368
1999-06-11,11.6974557168668,11.770357789171875,11.351724206093335,11.39369773864746,53739589
1999-06-14,11.22248717837947,11.27661137796631,11.00488568396982,11.220277786254885,36844971
1999-06-15,11.26114855979497,11.304227775343598,11.015381211721609,11.067296028137209,37577933
1999-06-16,11.81895893056271,11.81895893056271,11.046307667818528,11.432909965515137,48621942
1999-06-17,11.561593058859778,11.84215537568402,11.450583888713757,11.624001502990724,55544234
1999-06-18,11.707396620198432,11.975808249798174,11.707396620198432,11.834975242614746,54612283
1999-06-21,11.886339982489982,12.147572121644492,11.863144312417386,12.080193519592283,57642596
1999-06-22,12.138734865454772,12.304973937824808,11.998454187232175,12.188441276550291,50800031
1999-06-23,12.426474845311278,12.426474845311278,11.874186877493036,11.926101684570312,66189563
1999-06-24,11.958989633749372,12.091689019884567,11.79408764567838,12.04005241394043,52110147
1999-06-25,11.992860713463331,12.090581091331662,11.90791190575519,11.93678379058838,32452015
1999-06-28,12.047272640437566,12.048383211743976,11.93733894868496,12.010627746582031,21156207
1999-06-29,12.023395205909909,12.126112137136872,11.964541870644576,12.071700096130373,34404943
1999-06-30,12.070592370729598,12.21495080010038,12.032836906466963,12.173309326171877,64885477
