datePublished,timestamp,company,symbol,headline,description,articleBody,tags,author,url,source,language
,,MACRO,MACRO,Budget 2026,Union Budget 2026: India Budget 2026-27 Income Tax Slabs and LIVE budget updates,"भारत में कंपनियों को कैपिटल गुड्स उपलब्ध कराने वाले एनआरआई को अब पांच साल तक इनकम टैक्स में छूट मिलेगी. इससे विदेशी निवेश को बढ़ावा मिलने की उम्मीद है. माइक्रोवेव ओवन बनाने में इस्तेमाल होने वाले पार्ट्स पर कस्टम ड्यूटी हटाने का फैसला लिया गया है. इससे कंपनियों की लागत कम होगी और आगे चलकर माइक्रोवेव ओवन सस्ते हो सकते हैं. Budget 2026 में इनकम टैक्स की दरों और स्लैब में कोई बदलाव नहीं किया गया है. टैक्सपेयर्स को उसी सिस्टम के तहत टैक्स देना होगा, जैसा पहले था. जिन निवेशकों के शेयर अलग-अलग कंपनियों में हैं, उनके लिए अब डिपॉजिटरी सीधे Form 15G या 15H लेकर संबंधित कंपनियों तक पहुंचा सकेगी, जिससे बार-बार फॉर्म देने की झंझट खत्म होगी. अब कम या शून्य TDS सर्टिफिकेट के लिए अफसर के पास आवेदन करने की जरूरत नहीं होगी. एक ऑटोमैटिक और नियम आधारित सिस्टम के जरिए यह काम आसान हो जाएगा. LRS के तहत विदेश में पढ़ाई या मेडिकल खर्च के लिए भेजे जाने वाले पैसे पर TCS को 5% से घटाकर 2% किया जाएगा. विदेश घूमने के लिए खरीदे जाने वाले टूर पैकेज पर अभी 5% और 20% TCS लगता है. अब इसे घटाकर सीधा 2% करने का प्रस्ताव है, वह भी रकम की कोई शर्त के बिना. मोटर एक्सीडेंट क्लेम ट्रिब्यूनल से किसी व्यक्ति को जो ब्याज मिलता है, उस पर अब इनकम टैक्स नहीं लगेगा. साथ ही इस रकम पर TDS भी नहीं काटा जाएगा. सिविलियन ट्रेनिंग एयरक्राफ्ट्स के पार्ट्स पर इंपोर्ट ड्यूटी खत्म. इसका बड़ा फायदा होगा. कस्टम ड्यूटी स्ट्रक्चर को आसान किया जाएगा. न्यूक्लियर प्रोजेक्ट्स से जुड़े सामानों पर इंपोर्ट ड्यूटी खत्म होगी. क्रिटिकल मिनिरल्स से जुड़े कैपिटल गुड्स पर ड्यूटी खत्म. NRI के लिए मिनिमम अल्टरनेटिव टैक्स छूट पर विचार 5 साल तक भारत में रहने पर फॉरेनर्स पर टैक्स नहीं. शेयर बायबैक पर कैपिटल गेन टैक्स लगेगा. फ्यूचर ट्रेडिंग पर एसटीटी बढ़ाकर 0.05% किया गया. फॉरेन एजुकेशन, मेडिकल के लिए TCS रेट 5% से घटाकर 2% 2047 तक उन सभी कंपनियों को टैक्स हॉलिडे दिया जाएगा, जो क्लाउड सर्विस देंगी. कोर टैक्स डिमांड की सीमा 20 फीसदी से घटाकर 10 फीसदी की गई. अकाउंट ऑडिट ना हो पाने, फाइनेंशियल ट्रांजेक्शन रिपोर्ट ना कर पाने पर लगने वाली पेनाल्टी को फीस में बदलने का प्रस्ताव. नॉन ऑडिट ट्रस्ट के लिए डेडलाइन 31 अगस्त करने पर विचार आईटीआर-1, आईटीआर-2 के तहत इनकम टैक्स रिटर्न फाइल करने की आखिरी तारीख 31 जुलाई पर विचार. 1 अप्रैल 2026 से लागू होंगे नए इनकम टैक्स नियम इस बजट से मिडिल क्लास नौकरीपेशा लोगों और पेंशनर्स को क्या मिला? जल्द ही निर्मला सीतारमण डायरेक्ट टैक्स, खासकर इनकम टैक्स से जुड़ी घोषणाएं कर सकती हैं. इस बार बजट में इनकम टैक्स से जुड़ी घोषणाओं पर सबकी नजर रहेगी. हालांकि, एक्सपर्ट्स की मानें तो इस बार इनकम टैक्स से जुड़ा कोई बड़ा ऐलान होना मुश्किल है. पर्सनल फाइनेंस एक्सपर्ट बलवंत जैन के मुताबिक पिछले ही साल इनकम टैक्स को लेकर सरकार ने कई घोषणाएं की थीं, ऐसे में इस साल मुश्किल ही कोई बड़ा ऐलान हो. 12 महीने से ज्यादा होल्डिंग: लॉन्ग टर्म कैपिटल गेन 12 महीने से कम होल्डिंग: शॉर्ट टर्म कैपिटल गेन LTCG: ₹1.25 लाख तक कोई टैक्स नहीं, उसके ऊपर 12.5 फीसदी डेट म्यूचुअल फंड: होल्डिंग कितनी भी हो, टैक्स स्लैब के हिसाब से नोट: ज्यादा सरचार्ज (25%) LTCG, इक्विटी STCG और डिविडेंड इनकम पर लागू नहीं होता. Budget 2025 में नई टैक्स रिजीम को और मजबूत बनाया गया और नए टैक्स स्लैब जारी किए गए. जानिए FY 2025-26 के नए टैक्स स्लैब. केंद्रीय बजट से पहले केंद्रीय वित्त मंत्री निर्मला सीतारमण और वित्त राज्य मंत्री पंकज चौधरी ने CBDT बजट टीम के साथ अहम बैठक की. इस दौरान राजस्व सचिव अरविंद श्रीवास्तव, CBDT चेयरमैन रवि अग्रवाल और CBDT के सदस्य (विधायी) प्रसेनजीत सिंह भी मौजूद रहे. बैठक में बजट से जुड़े अहम टैक्स और राजस्व मुद्दों पर चर्चा की गई. Hon’ble Union Finance Minister Smt. @nsitharaman and Hon’ble MoS (Finance) Shri @mppchaudhary with the CBDT Budget team on the eve of the Union Budget, including Revenue Secretary Shri Arvind Shrivastava, Chairman CBDT Shri Ravi Agrawal, and Member (Legislation) CBDT Shri… pic.twitter.com/jravgVB0Ci सरकार इनकम टैक्स रिटर्न फाइलिंग को आसान बनाने पर लगातार काम कर रही है, लेकिन टैक्सपेयर्स का मानना है कि ई-फाइलिंग प्रक्रिया अब भी पूरी तरह सरल नहीं है. रिटर्न भरते समय AIS, फॉर्म 16 और फॉर्म 26AS में दिखने वाली गड़बड़ियों को समझना आम लोगों के लिए मुश्किल हो जाता है. इनसे जुड़े टैक्स नोटिस और सवाल भी तनाव बढ़ाते हैं. टैक्स एक्सपर्ट्स का कहना है कि टैक्स कंप्लायंस सिस्टम, शिकायत निवारण प्रक्रिया और डेटा मैचिंग को और आसान और यूजर-फ्रेंडली बनाया जाना चाहिए, ताकि लोग बिना डर और भ्रम के समय पर रिटर्न फाइल कर सकें. भारत में नौकरीपेशा लोगों के लिए टैक्स सिस्टम बदलते वक्त एक चीज सबसे पहले गई थी- मेडिकल रीइंबर्समेंट. अब, Budget 2026 से पहले उसी मेडिकल खर्च को लेकर एक बार फिर चर्चा तेज है. फर्क बस इतना है कि इस बार मामला पुराने सिस्टम की वापसी का नहीं, बल्कि न्यू टैक्स रिजीम में हेल्थ खर्च को मान्यता देने का है. सूत्रों के मुताबिक, सरकार मेडिकल रीइंबर्समेंट को जस का तस वापस लाने के बजाय, हेल्थ खर्च को लेकर एक नया, सीमित और टार्गेटेड सेक्शन जोड़ने पर विचार कर सकती है. Budget 2026 को लेकर चर्चा है कि सरकार टैक्स-फ्री इनकम की सीमा को और व्यापक बना सकती है. माना जा रहा है कि 12 लाख रुपये तक की टैक्स-फ्री इनकम में कैपिटल गेन से होने वाली कमाई को भी शामिल किया जा सकता है. अभी तक यह राहत मुख्य रूप से सैलरी या सामान्य आय तक ही सीमित रही है, जबकि शेयर, म्यूचुअल फंड और प्रॉपर्टी से होने वाला मुनाफा अलग से टैक्स के दायरे में आता है. अगर इसमें बदलाव होता है, तो छोटे निवेशकों और मिडिल क्लास को सीधा फाय","budget 2026, union budget 2026, india budget 2026 updates, budget 2026 tax reforms, budget 2026 policies and schemes, infrastructure plans 2026, startup support budget 2026, budget 2026 job creation programs, fiscal deficit target 2026, viksit bharat 2047",,https://www.zeebiz.com/hindi/budget,zee_business,hi
2026-04-10,,MACRO,MACRO,क्या PPF में पैसा बढ़ रहा है या घट रहा है? निवेश से पहले जान लें महंगाई का सच!,"PPF Investment 2026: क्या आज भी पब्लिक प्रोविडेंट फंड (PPF) में निवेश करना बेस्ट है? जानें 7.1% ब्याज का असली गणित, EEE टैक्स बेनिफिट और 15 साल के लॉक-इन का सच. पीपीएफ और म्यूचुअल फंड में से कौन बनेगा आपके लिए वेल्थ मशीन?","नया फाइनेंशियल ईयर शुरू होते ही निवेश की प्लानिंग तेज हो जाती है और ऐसे में सबसे पहले दिमाग में आता है PPF (Public Provident Fund).असल में सालों से इसे सेफ और टैक्स-फ्री निवेश का किंग माना जाता रहा है. लेकिन 2026 के दौर में, जब SIP और शेयर बाजार 12-15% तक रिटर्न दे रहे हैं, एक बड़ा सवाल खड़ा होता है कि क्या PPF आज भी बेस्ट निवेश है या महंगाई के सामने कमजोर पड़ रहा है? असल में इसमें 3 बड़े फायदे हैं (EEE): साथ में सरकारी गारंटी यानी कि पैसा डूबने का कोई खतरा नहीं यह भी पढ़ें: PPF Calculation: ₹1.5 लाख डालकर कैसे पीपीएफ में बन सकता है ₹1 करोड़ का फंड? एक्सटेंशन के नियम और पैसा निकालने का सही तरीका जानें PPF: SIP : युवा निवेशक PPF से SIP की ओर शिफ्ट करेंगे PPF “सिर्फ टैक्स सेविंग टूल” बन सकता है डाइवर्सिफाइड निवेश का ट्रेंड बढ़ेगा निवेश के लिहाज से पीपीएफ को एक बेस्ट ऑप्शन माना जाता है. असल में PPF आज भी सुरक्षित है.अगर आप टैक्स बचाना चाहते हैं और 15 साल बाद एक सुरक्षित गारंटीड फंड चाहते हैं, तो बेझिझक PPF में निवेश करें.लेकिन आज के टाइम में पीपीएफ में निवेश कर रहे हैं तो महंगाई से भी इसको कंपेयर करना ना भूलें. (ताजा खबरों के लिए आप हमारे WhatsApp Channel को सब्सक्राइब जरूर करें) आर्टिकल से जुड़े महत्वपूर्ण सवाल (FAQs) Q1 क्या PPF सबसे सुरक्षित निवेश है? हां Q2 क्या PPF महंगाई को हरा सकता है? मुश्किल Q3 क्या SIP-PPF से बेहतर है? रिटर्न के मामले में हां Q4 क्या दोनों में निवेश करना चाहिए? हां, यही सबसे सही रणनीति है","PPF Investment India, PPF vs SIP, Best Investment 2026, Tax Saving PPF, Inflation vs Returns, SIP vs PPF PPF calculator India, PPF 1 crore calculation, PPF interest rate 7.1,",,https://www.zeebiz.com/hindi/personal-finance/ppf-inflation-investment-truth-ppf-calculation-india-2026-253099,zee_business,hi
2026-04-10,,MACRO,MACRO,"PPF पर भी मिलता है Loan, वो भी बस 8.1% ब्याज पर, लेकिन गलती की सजा है बहुत भारी! जानिए डिफॉल्ट करने पर क्या होगा","पब्लिक प्रोविडेंट फंड (PPF) पर लोन मिल सकता है. जानिए लोन की पात्रता, आवेदन प्रक्रिया, ब्याज दरों का गणित और पुनर्भुगतान की शर्तों के बारे में. यह उन निवेशकों के लिए एक गाइड है जो इमरजेंसी में अपने सुरक्षित निवेश का सही इस्तेमाल करना चाहते हैं.","पब्लिक प्रोविडेंट फंड ( PPF ) भारत में बेहद लोकप्रिय और सुरक्षित निवेश विकल्पों में से एक है. अक्सर लोग इसे केवल रिटायरमेंट प्लानिंग या टैक्स बचाने के माध्यम के रूप में देखते हैं. लेकिन क्या आप जानते हैं कि आपका पीपीएफ खाता सिर्फ एक बचत खाता नहीं है, बल्कि मुश्किल के वक्त में यह एक लाइफलाइन की तरह काम कर सकता है? जब हमें अचानक पैसों की जरूरत पड़ती है, तो हम अक्सर पर्सनल लोन की तरफ भागते हैं जहां ब्याज दरें 12% से 18% तक होती हैं. ऐसी स्थिति में पीपीएफ पर लोन लेना एक बहुत ही समझदारी भरा फैसला साबित हो सकता है. यह सुविधा उन खाताधारकों के लिए है, जिन्हें छोटी अवधि के लिए फंड की आवश्यकता है और जो अपने निवेश को बीच में नहीं तोड़ना चाहते. Zee Business Hindi Live TV यहां देखें  आसान भाषा में कहें तो, पीपीएफ पर लोन एक ऐसी सुविधा है, जिसमें आप अपने ही जमा किए गए पैसे को गारंटी के तौर पर रखकर बैंक या पोस्ट ऑफिस से पैसा उधार लेते हैं. यह सुविधा विशेष रूप से उन लोगों के लिए बनाई गई है जो अपने खाते से पैसा निकालने (Withdrawal) के पात्र अभी नहीं हुए हैं. जैसा कि हम जानते हैं, पीपीएफ की मैच्योरिटी अवधि 15 साल होती है और आंशिक निकासी की सुविधा भी कुछ सालों बाद ही शुरू होती है. ऐसे में, शुरुआती सालों में अगर पैसों की कमी हो जाए, तो भारत सरकार खाताधारकों को यह लोन सुविधा देती है. ये भी पढ़ें- PPF में निवेश करना चाहते हैं तो 5 अप्रैल 2026 की तारीख नोट कर लें- तभी मिलेगा ब्याज का पूरा फायदा, चूके तो... हर पीपीएफ खाताधारक लोन नहीं ले सकता. इसके लिए समय की एक निश्चित सीमा तय की गई है: समय सीमा: आप पीपीएफ खाता खोलने के तीसरे साल से लेकर छठे साल के अंत तक ही लोन ले सकते हैं. उदाहरण: अगर आपने अपना खाता साल 2022-23 में खोला है, तो आप 2024-25 से लोन के लिए आवेदन कर सकते हैं. सक्रिय खाता: लोन लेने के लिए आपका पीपीएफ खाता एक्टिव होना चाहिए, यानी आपने हर साल न्यूनतम 500 रुपये जमा किए हों. पीपीएफ पर मिलने वाले लोन की एक सीमा तय होती है. आप अपनी मर्जी से पूरा बैलेंस लोन के रूप में नहीं ले सकते. कैलकुलेशन का नियम: आप उस साल से पिछले दो साल के अंत में उपलब्ध बैलेंस का अधिकतम 25% ही लोन के रूप में ले सकते हैं, जिस साल आप आवेदन कर रहे हैं. एक उदाहरण से समझते हैं: मान लीजिए आप साल 2026 में लोन के लिए आवेदन कर रहे हैं. तो 31 मार्च 2024 (दो साल पहले का अंत) को आपके खाते में जो भी बैलेंस था, उसका 25% हिस्सा आपको लोन के रूप में मिल जाएगा. ये भी पढ़ें- PPF क्यों है बेस्ट? हर महीने कितना निवेश करें कि मिल जाए मनचाह पैसा? ये कैलकुलेशन दे देगी आपको जवाब पीपीएफ पर लोन की सबसे बड़ी खूबी इसकी बेहद कम ब्याज दर है. लेकिन यहां एक बारीकी है, जिसे समझना जरूरी है. 1% का नियम: पीपीएफ लोन पर ब्याज दर उस समय की पीपीएफ ब्याज दर से 1% अधिक होती है. उदाहरण के लिए, अगर पीपीएफ पर मिलने वाला ब्याज 7.1% है, तो लोन पर प्रभावी ब्याज केवल 1% (अतिरिक्त) माना जाएगा, क्योंकि आप अपने ही मिलने वाले ब्याज का त्याग कर रहे हैं. जुर्माना ब्याज: अगर आप 36 महीनों के अंदर लोन नहीं चुका पाते हैं, तो ब्याज की दर 1% से बढ़कर 6% सालाना हो जाती है. यह पेनल्टी आपके लोन लेने के दिन से ही लागू मानी जाती है. एक खास बात: जब आप लोन लेते हैं, तो जितनी राशि का लोन आपने लिया है, उतने हिस्से पर आपको मिलने वाला सालाना ब्याज (जो सरकार देती है) मिलना बंद हो जाता है. ये भी पढ़ें- PPF में 5-5 साल बढ़ा सकते हैं, लेकिन Sukanya में क्यों नहीं मिलता ये चांस? जानिए क्या कहता है सरकारी नियम पीपीएफ पर लोन लेना किसी प्राइवेट बैंक से पर्सनल लोन लेने से कहीं अधिक आसान है, क्योंकि इसमें किसी क्रेडिट स्कोर या भारी कागजी कार्रवाई की जरूरत नहीं होती. फॉर्म डी (Form D) प्राप्त करें: सबसे पहले आपको अपने बैंक या पोस्ट ऑफिस से 'फॉर्म डी' लेना होगा. डीटेल्स भरें: फॉर्म में अपना पीपीएफ अकाउंट नंबर, मांगी गई राशि और रिपेमेंट का तरीका भरें. दस्तावेज: अपनी पीपीएफ पासबुक की फोटोकॉपी और ओरिजिनल पासबुक साथ रखें. जमा करें: फॉर्म भरकर अपनी होम ब्रांच में जमा कर दें. सत्यापन के बाद कुछ ही दिनों में पैसा आपके बचत खाते में आ जाएगा. लोन लेना जितना आसान है, उसे चुकाने के नियम उतने ही साफ हैं: मूलधन (Principal): सबसे पहले आपको लोन की मूल राशि चुकानी होती है. यह आप एकमुश्त या मासिक किस्तों में 36 महीनों के अंदर चुका सकते हैं. ब्याज (Interest): जब पूरा मूलधन जमा हो जाए, उसके बाद अगले दो महीनों के अंदर आपको ब्याज की राशि चुकानी होती है. डिफ़ॉल्ट की स्थिति: अगर आप ब्याज नहीं चुकाते हैं, तो वह राशि साल के अंत में आपके पीपीएफ बैलेंस से काट ली जाती है. पहले फायदे जान लें नुकसान भी जान लीजिए पीपीएफ पर लोन उन लोगों के लिए एक बेहतरीन वित्तीय उपकरण है जिन्हें अचानक थोड़े समय के लिए पैसों की जरूरत है. यह आपकी बचत को सुरक्षित रखते हुए आपको नकदी की सुविधा देता है. हालांकि, इसे तभी लेना चाहिए जब आप सुनिश्चित हों कि आप 36 महीनों में इसे वापस कर देंगे, अन्यथा 6% का ब्याज आपके लंबे समय के मुनाफे को कम कर सकता है. हमेशा याद रखें कि पीपीएफ आपका भविष्य का कोष है, इसलिए इसमें से लोन तभी लें जब कोई दूसरा सस्ता विकल्प मौजूद न हो. 1- क्या मैं एक साथ दो पीपीएफ लोन ले सकता हूं? नहीं, दूसरा लोन लेने से पहले आपको पहला लोन पूरी तरह चुकाना होगा. 2- क्या लोन लेने के लिए किसी गारंटर की जरूरत होती है? नहीं, आपका पीपीएफ बैलेंस ही गारंटी के तौर पर काम करता है. 3- क्या पीपीएफ लोन पर टैक्स बेनिफिट मिलता है? नहीं, इस लोन के पुनर्भुगतान पर कोई अतिरिक्त टैक्स लाभ नहीं मिलता है. 4- अगर खाताधारक की मृत्यु हो जाए तो लोन का क्या होगा? मृत्यु की स्थिति में, नॉमिनी या कानूनी उत्तराधिकारी को लोन का ब्याज चुकाना होगा, जो अंतिम भुगतान से काट लिया जाता है. 5- क्या मैं छठे साल के बाद भी ल","PPF लोन के नियम 2026, Public Provident Fund loan interest rate, how to apply for loan against PPF in Hindi, PPF withdrawal vs loan, PPF account benefits in India",,https://www.zeebiz.com/hindi/personal-finance/loan-against-ppf-eligibility-interest-rates-calculation-and-repayment-rules-explained-252752,zee_business,hi
2026-04-10,,MACRO,MACRO,"बाजार में बिना बिके घरों का लगा ढेर, डेवलपर्स फूंक-फूंक कर रख रहें कदम, नए घरों की लॉन्चिंग में हो सकती देरी",देश के प्रॉपर्टी मार्केट में बिना बिके घरों का अंबार लगा है. इस कारण बिल्डर्स नई लॉन्चिंग के मोर्चे पर भी फिलहाल फूंक-फूंककर आगे कदम रख रहे हैं.,"भारत के प्रॉपर्टी मार्केट में सुस्ती का आहट सुनाई दे रही है. इसका सबसे बड़ा संकेत बिना बिके घरों का लगा अंबार है. बिना बिके घरों की बिक्री में लगने वाले वक्त में भी बढ़ोतरी हुई है. इस कारण डेवलपर्स फिलहाल फूंक-फूंक कर कदम रख रहे हैं. यही नहीं, घर खरीदार युद्ध और शेयर बाजार में आई गिरावट के कारण भी फिलहाल बायर्स भी वेट एंड वॉच की स्थिति में है. नाइट फ्रैंक इंडिया और HDFC सिक्युरिटीज की ताजा रिपोर्ट में इसका खुलासा हुआ है. नाइट फ्रैंक इंडिया की ताजा रिपोर्ट के मुताबिक साल 2020 के बाद से अनसोल्ड इन्वेंट्री का स्तर लगातार बढ़ रहा है, क्योंकि बाजार में घरों की सप्लाई बिक्री के मुकाबले ज्यादा बनी है. बिना बिकी 5,19,846 यूनिट्स टिकट-साइज के मुताबिक बिना बिके घरों की संख्या सोर्स: नाइट फ्रैंक इंडिया ये भी पढ़ें: AI ने IT सेक्टर में छीनी नौकरियां, बिल्डर्स के छूट रहे पसीने, औंधे मुंह गिर सकती है घरों की मांग नाइट फ्रैंक इंडिया की ताजा रिपोर्ट के मुताबिक घरों की बिकने में लगने वाला अनुमानित तिमाहियों का समय (QTS) में बढ़ोतरी हुई है. Q1 2025 के 5.9 तिमाहियों से बढ़कर Q1 2026 में 6 तिमाहियों तक पहुंच गया है. प्रोजेक्ट लॉन्चिंग की बढ़ी टाइमलाइन घरों को बिकने में लगने वाला समय (Quarters to Sell - QTS) सोर्स: Knight Frank India  सोर्स: HDFC Securities ये भी पढ़ें: घरों की गिरी बिक्री, बिल्डर्स को आई डिस्काउंट की याद, 4 साल बाद लौटे ऑफर्स, अंडर कंस्ट्रक्शन पर 15% तक छूट HDFC सिक्युरिटीज के मुतबिक इक्विटी मार्केट में आई गिरावट का सबसे ज्यादा असर लग्जरी और मिड-लग्जरी रेसिडेंशियल सेगमेंट पर पड़ा है, जिसके कारण संभावित बायर्स घर खरीदने के फैसले टाल रहे हैं. फिलहाल बायर्स मार्केट रिकवर होने का इंतजार कर रहे हैं. ब्रोकरेज के मुताबिक घरों की बिक्री घटने से बिल्डर्स भी पेमेंट की शर्तों में ढील, स्टांप ड्यूटी माफ और लॉन्चिंग के वक्त आकर्षक भुगतान की शर्तें जैसे कस्टमर्स को ऑफर्स दे रहे हैं. इसके अलावा डेवलपर्स बैंक और डेवलपर सबवेंशन स्कीम जैसे उपाय कर रहे हैं. सवाल: मार्केट में अनसोल्ड इन्वेंट्री की संख्या कितनी है? जवाब: 2026 की पहली तिमाही के अंत में 8 प्रमुख मार्केट्स में कुल बिना बिके घरों की संख्या 5,19,846 यूनिट्स है. सवाल: किन प्राइस रेंज के घरों की इन्वेंट्री सबसे ज्यादा बढ़ी है? जवाब: 2 करोड़ से 5 करोड़ रुपए वाले घरों की अनसोल्ड इन्वेंट्री में सालाना आधार पर सबसे ज्यादा 46 फीसदी का उछाल आया है. सवाल: किस प्राइस रेंज के घरों की इन्वेंट्री सबसे ज्यादा बढ़ी है? जवाब: 2 करोड़ से 5 करोड़ रुपए वाले घरों की अनसोल्ड इन्वेंट्री में सालाना आधा पर सबसे ज्यादा 46 फीसदी का उछाल आया है. सवाल: बिना बिके घरों का बिल्डर पर क्या असर पड़ा है? जवाब: बिना बिके घरों के कारण डेवलपर्स अब सावधानी बरत रहे हैं. नई लॉन्च की टाइमलाइन को बढ़ा रहे हैं. सवाल: घरों की बिक्री के घटने का अहम कारण क्या है? जवाब: ईरान युद्ध और शेयर बाजार में आई गिरावट के कारण बायर्स सतर्क हो गए हैं, जिससे 25 से 30 फीसदी बिक्री टल गई है.","Property Market, Property Market Unsold Inventory, Unsold Inventory in India, Total Unsold Inventory",,https://www.zeebiz.com/hindi/real-estate/more-then-five-lakh-unsold-inventory-in-8-markets-developers-exercising-cautious-approach-253105,zee_business,hi
2026-04-10,,ITC,ITC,"डिजिटल फ्रॉड पर लगेगा 'ब्रेक': RBI का मास्टर प्लान, गलत ट्रांजेक्शन होने पर अब वापस मिलेगा पैसा? जानें क्या है 'किल स्विच'","RBI का बड़ा धमाका.. अब ₹10,000 से ज्यादा के UPI और डिजिटल ट्रांजैक्शन तुरंत नहीं होंगे. फ्रॉड रोकने के लिए 1 घंटे का 'Cooling Period' और 'Kill Switch' सिस्टम आ रहा है. जानें सीनियर सिटीजंस के लिए क्या हैं नए नियम और कैसे आपका पैसा अब पहले से ज्यादा सुरक्षित होगा.","अगर आप UPI या IMPS से पैसे भेजते हैं, तो आने वाले समय में बड़ा बदलाव देखने को मिल सकता है. Reserve Bank of India (RBI) डिजिटल फ्रॉड पर लगाम लगाने के लिए ऐसा सिस्टम लाने पर विचार कर रहा है, जिसमें ₹10,000 से ज्यादा के ट्रांजैक्शन तुरंत नहीं, बल्कि 1 घंटे बाद पूरे होंगे. इस खबर का सबसे बड़ा सवाल ये है कि क्या ट्रांजैक्शन में देरी से डिजिटल फ्रॉड रुक पाएगा? यह भी पढ़ें: RuPay Credit Card से UPI पेमेंट करना पड़ सकता है भारी, क्या आपका क्रेडिट स्कोर भी हो रहा है खराब? Senior Citizens के लिए क्या खास है? 70+ उम्र वालों के लिए नया नियम क्या है? मतलब: बिना अनुमति पैसा नहीं जाएगा फ्रॉड होने पर तुरंत बचाव यह भी पढ़ें: क्या सिर्फ QR कोड स्कैन और पैसे भेजने के लिए इस्तेमाल करते हैं UPI? ये हैं इसके 7 स्मार्ट फायदे जो बचाते हैं आपका पैसा अब पैसे भेजने से पहले सोचने का वक्त मिलेगा RBI का नया प्लान फ्रॉड पर बड़ा ब्रेक लगा सकता है (ताजा खबरों के लिए आप हमारे WhatsApp Channel को सब्सक्राइब जरूर करें) आर्टिकल से जुड़े महत्वपूर्ण सवाल (FAQs) Q1 क्या हर ट्रांजैक्शन में देरी होगी? नहीं, सिर्फ ₹10,000+ पर Q2 क्या ट्रांजेक्शन कैंसिल कर सकते हैं? हां, कूलिंग पीरियड में Q3 क्या नियम लागू हो चुका है? अभी प्रस्ताव (Discussion Paper) है Q4 सुझाव कब तक दे सकते हैं? 8 मई 2026 तक","RBI UPI Rules 2026, Cooling Period UPI, Digital Fraud India, RBI Kill Switch, UPI Security Rules, IMPS Delay Rule",,https://www.zeebiz.com/hindi/banking/rbi-cooling-period-upi-transaction-delay-kill-switch-digital-fraud-253104,zee_business,hi
